source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,SL_opera,SL_malibu,SL_aua,SL_zvartnoc,SL_dalma,SL_yerevan_mall,SL_shumyan_cemetery,SL_nork_cemetery,SL_central_cemetery,SL_davtashen_cemetery,SL_zeytun_cemetery,SL_yerablur,SL_avan_cemetery,SL_baghramyan_subway,SL_shengavit_subway,SL_barekamutyun_subway,SL_yeritasardakan_subway,SL_zoravar_subway,SL_sasunci_subway,SL_gorcarain_subway,SL_gergin_subway,SL_charbakh_subway,SL_avan,SL_massiv,L_payment_terminal,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_bank,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
myrealty,125423,100000.0,50.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.493826561382456,40.140887872078665,0,0,0,1,0,0,1,0,"(40.140887872078665, 44.493826561382456)",5331,4841,5802,8033,4273,1710,7116,7320,3986,9258,9116,3994,10155,6266,812,6233,5504,3715,1899,412,1413,1959,11488,2057,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
myrealty,125392,140000.0,70.0,3.0,2.0,15.0,1.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,125391,195000.0,65.0,3.0,9.0,15.0,1.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,125314,440000.0,128.0,3.0,4.0,9.0,2.0,1,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0,"(40.183781674798254, 44.505052000470215)",887,262,962,9548,1502,3179,4441,3684,4660,4983,4730,5140,6390,1776,4619,1692,1288,1522,3249,4780,4182,5603,7651,4785,3,3,6,3,2,6,4,2,1,2,1,1,1,2,0,0,0,0
myrealty,125229,280000.0,76.0,3.0,10.0,18.0,1.0,1,1,0,0,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0,"(40.21403837276494, 44.489355959454166)",3807,3790,2723,10203,3885,6588,3326,5418,8195,1456,4830,6786,7036,1905,7691,1961,4036,5140,6779,8152,7110,8302,7934,8382,0,1,0,0,0,3,0,1,6,0,1,0,0,1,0,0,0,0
myrealty,125222,145000.0,67.0,2.0,12.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,0,0,1,0,1,0,0,0,"(40.16624129129846, 44.51488777979646)",2197,1959,3043,9843,2662,1717,6112,4009,2666,7098,5785,5262,6869,3885,3422,3807,2260,599,1451,3119,3264,4701,8201,2719,0,7,4,4,2,4,4,0,0,5,1,0,0,2,0,2,0,0
myrealty,125220,150000.00000000003,43.0,2.0,8.0,10.0,1.0,0,0,0,0,0,0,0,0,44.51023319136248,40.171870020098616,0,0,1,0,0,0,1,0,"(40.171870020098616, 44.51023319136248)",1624,1258,2338,9575,2017,2009,5435,3881,3379,6361,5449,5006,6744,3148,3643,3072,1793,179,1937,3563,3354,4819,8064,3397,6,7,15,3,1,8,3,0,1,2,0,0,0,0,0,0,1,0
myrealty,125213,87000.0,43.0,2.0,10.0,10.0,1.0,0,0,0,0,0,0,0,0,44.5139565495713,40.16673885182096,0,0,1,0,0,0,1,0,"(40.16673885182096, 44.5139565495713)",2143,1884,2968,9774,2565,1702,6016,4023,2763,7013,5773,5192,6886,3800,3404,3723,2223,520,1467,3136,3229,4672,8218,2783,4,8,5,2,2,4,6,0,0,1,1,0,0,1,0,0,0,0
myrealty,125197,66000.0,64.0,2.0,16.0,16.0,1.0,0,0,0,0,0,0,0,0,44.51575732853416,40.16366263062315,0,0,1,0,1,0,0,0,"(40.16366263062315, 44.51575732853416)",2484,2255,3339,9876,2885,1589,6341,4177,2431,7388,6009,5302,7024,4174,3287,4097,2531,893,1244,2901,3183,4595,8358,2427,2,8,1,3,4,2,1,0,2,3,1,0,0,0,0,0,0,0
myrealty,125183,150000.00000000003,105.0,3.0,10.0,10.0,1.0,0,0,0,0,0,0,0,0,44.49141207406966,40.19293930149094,0,0,1,0,0,0,1,0,"(40.19293930149094, 44.49141207406966)",2154,1786,1109,8949,1559,4244,3042,4703,6183,3575,5133,4917,7104,518,5360,540,2531,2990,4467,5800,4800,6064,8260,6108,4,5,0,2,8,3,0,1,0,1,0,0,1,0,0,2,0,0
myrealty,125166,360000.0,125.0,3.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,0,0,0,1,1,0,0,0,"(40.19066524195801, 44.52381655212627)",904,1588,1655,11312,3267,4393,5799,1965,4614,5369,3079,6901,4623,2653,6023,2542,597,2377,4252,5914,5691,7151,5892,5444,0,2,8,1,0,5,6,0,0,0,0,0,18,1,0,5,0,0
myrealty,125153,130000.00000000004,56.0,2.0,10.0,12.0,1.0,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123,0,0,1,0,1,0,0,0,"(40.17296185385123, 44.52003469603711)",1509,1519,2537,10414,2768,2563,6097,3168,2939,6670,4921,5841,6035,3501,4261,3408,1473,695,2316,3984,4056,5510,7364,3458,3,5,10,5,2,7,0,0,3,5,1,1,2,0,0,0,0,0
myrealty,125141,310000.0,77.0,3.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,44.51548071604492,40.19013906690871,0,0,0,1,0,0,1,0,"(40.19013906690871, 44.51548071604492)",461,1012,970,10637,2602,4067,5109,2675,4805,4913,3600,6267,5284,2005,5623,1894,574,2122,4014,5640,5236,6679,6531,5368,9,4,12,0,1,1,5,1,0,2,0,0,1,3,0,0,0,0
myrealty,125125,410000.0,130.0,3.0,4.0,12.0,2.0,1,0,0,0,0,0,0,0,44.51811462379455,40.166993360178346,1,0,0,0,0,0,1,0,"(40.166993360178346, 44.51811462379455)",2129,1982,3057,10127,2856,1975,6291,3765,2522,7153,5589,5545,6617,3947,3680,3864,2142,689,1662,3322,3540,4971,7950,2790,1,6,0,6,5,2,3,0,0,7,1,0,0,2,0,0,0,0
myrealty,125122,135000.0,84.0,4.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.49844424700246,40.19994302020931,0,0,0,1,0,0,1,0,"(40.19994302020931, 44.49844424700246)",2098,2044,979,9864,2467,4955,3591,4182,6455,3157,4287,5897,6348,497,6211,442,2376,3400,5095,6546,5681,6991,7447,6664,7,12,10,5,5,0,6,1,1,0,0,0,0,3,0,1,0,0
myrealty,125086,185000.0,176.0,4.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,0,0,0,1,0,0,1,0,"(40.19625664909909, 44.4672332201912)",4221,3760,3190,7485,2625,5349,956,6768,7913,3105,6943,4252,9030,2257,5923,2362,4609,4724,5740,6692,5275,6181,10112,7425,1,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
myrealty,125082,360000.0,90.0,4.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,0,0,0,1,0,0,1,0,"(40.21673211791397, 44.583870697678144)",6767,7453,7265,17145,9120,9832,11036,4122,8266,9098,3233,12767,1256,7951,11537,7858,6406,7918,9497,11098,11337,12795,257,10027,0,7,11,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0
myrealty,125081,530000.0,107.0,4.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.517821617617976,40.17743184144194,0,0,0,1,0,0,1,0,"(40.17743184144194, 44.517821617617976)",980,1043,2017,10353,2501,2858,5713,2996,3460,6152,4579,5811,5855,3003,4522,2907,991,841,2695,4358,4247,5712,7172,3950,4,9,12,2,6,8,6,1,0,1,0,0,0,1,1,0,0,0
myrealty,125078,204000.0,140.0,3.0,8.0,9.0,1.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,0,0,1,0,1,0,0,0,"(40.183313571671, 44.51181945133735)",407,326,1190,10067,2039,3249,4999,3152,4285,5325,4361,5612,5910,2178,4806,2080,757,1345,3216,4828,4430,5880,7191,4634,7,11,23,5,5,6,11,5,0,4,0,1,1,4,0,5,0,0
myrealty,125072,330000.0,75.0,2.0,8.0,18.0,1.0,1,0,0,0,0,0,0,0,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0,"(40.18475498588536, 44.5074118246583)",666,194,889,9774,1728,3316,4592,3462,4627,4988,4509,5368,6162,1807,4793,1715,1071,1558,3352,4914,4372,5801,7424,4849,5,5,9,4,4,9,6,5,1,2,2,0,2,2,0,4,0,0
myrealty,124967,85700.0,60.0,2.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,1,0,0,0,"(40.19625902492543, 44.50164222859443)",1614,1563,488,9886,2212,4544,3862,3853,5964,3648,4190,5779,6169,676,5864,566,1910,2924,4655,6141,5360,6708,7317,6202,4,3,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0
myrealty,124933,200000.0,90.0,4.0,5.0,8.0,1.0,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931,0,1,0,0,0,0,1,0,"(40.1906722427931, 44.46234708546167)",4510,3968,3582,6769,2564,5087,973,7176,7871,3821,7521,3549,9560,2767,5465,2862,4912,4753,5529,6320,4809,5599,10680,7195,12,4,7,1,12,1,1,1,1,1,0,0,1,0,0,0,0,0
myrealty,124925,255000.0,156.0,3.0,4.0,10.0,2.0,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362,1,0,0,0,0,0,1,0,"(40.20438901998362, 44.476933542701154)",3832,3547,2689,8701,2977,5803,1893,6071,7951,2087,5949,5374,8100,1636,6656,1746,4170,4749,6102,7278,6034,7097,9114,7775,1,10,14,1,2,1,2,0,1,2,0,0,0,3,0,2,0,0
myrealty,124918,345000.0,140.0,4.0,10.0,10.0,1.0,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0,"(40.19066524195801, 44.52381655212627)",904,1588,1655,11312,3267,4393,5799,1965,4614,5369,3079,6901,4623,2653,6023,2542,597,2377,4252,5914,5691,7151,5892,5444,0,2,8,1,0,5,6,0,0,0,0,0,18,1,0,5,0,0
myrealty,124908,210000.0,90.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,1,0,1,0,0,0,"(40.1832187, 44.50449735)",951,297,1024,9481,1437,3111,4420,3747,4641,5016,4807,5067,6461,1805,4544,1724,1348,1484,3189,4712,4105,5525,7724,4735,4,1,7,3,1,6,4,3,1,2,1,1,1,1,0,0,0,0
myrealty,124893,190000.0,110.0,4.0,9.0,11.0,2.0,0,0,0,0,0,0,0,0,44.51023319136248,40.171870020098616,0,0,1,0,0,0,1,0,"(40.171870020098616, 44.51023319136248)",1624,1258,2338,9575,2017,2009,5435,3881,3379,6361,5449,5006,6744,3148,3643,3072,1793,179,1937,3563,3354,4819,8064,3397,6,7,15,3,1,8,3,0,1,2,0,0,0,0,0,0,1,0
myrealty,124874,235000.0,76.0,3.0,2.0,5.0,1.0,0,1,1,1,0,1,1,0,44.51344849450384,40.1767382062846,0,0,0,1,0,0,1,0,"(40.1767382062846, 44.51344849450384)",1039,842,1904,9975,2139,2615,5408,3349,3605,6017,4848,5436,6197,2826,4245,2737,1186,623,2518,4160,3937,5401,7509,3893,3,3,19,1,4,13,10,0,0,3,0,0,1,0,1,0,0,0
myrealty,124865,184000.0,82.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51413593557797,40.21066440089994,0,0,0,1,0,0,1,0,"(40.21066440089994, 44.51413593557797)",2743,3113,2187,11632,4132,6253,5112,3410,6981,3442,2729,7672,4918,2284,7695,2227,2762,4389,6261,7849,7226,8604,5883,7653,0,0,0,3,1,0,0,1,1,2,0,0,1,0,0,0,0,0
myrealty,124857,349999.99999999994,150.0,4.0,5.0,9.0,2.0,1,0,0,0,0,0,0,0,44.50472122504243,40.19100870974382,1,0,0,0,0,0,1,0,"(40.19100870974382, 44.50472122504243)",1042,926,159,9845,1913,3975,4193,3578,5331,4278,4253,5583,6093,1159,5370,1054,1394,2289,4053,5576,4900,6290,7300,5576,1,3,7,1,4,1,0,0,0,2,0,0,1,0,0,0,0,0
myrealty,124851,550000.0,93.0,3.0,17.0,17.0,1.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0,"(40.17606564344017, 44.51863665459219)",1145,1192,2182,10380,2585,2767,5839,3030,3295,6316,4674,5826,5896,3162,4445,3067,1133,769,2578,4245,4191,5654,7219,3799,2,5,9,1,4,7,2,1,0,2,0,1,1,0,1,0,0,0
myrealty,124834,450000.0,139.0,4.0,4.0,12.0,2.0,1,0,0,0,0,0,0,0,44.49857435,40.20958515,1,0,0,0,0,0,1,0,"(40.20958515, 44.49857435)",2974,3055,1971,10487,3496,6027,3816,4499,7379,2371,4056,6757,6239,1431,7271,1437,3167,4419,6156,7618,6730,8012,7207,7705,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0
myrealty,124832,160000.0,74.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,0,0,0,1,0,0,1,0,"(40.20967865714541, 44.509269992836)",2678,2961,1960,11229,3832,6081,4685,3697,7014,3120,3151,7317,5331,1908,7471,1862,2760,4283,6126,7681,6980,8334,6308,7573,0,2,1,2,1,2,3,1,0,3,0,0,1,1,0,1,0,0
myrealty,124831,200000.0,114.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,0,0,0,1,0,0,1,0,"(40.20967865714541, 44.509269992836)",2678,2961,1960,11229,3832,6081,4685,3697,7014,3120,3151,7317,5331,1908,7471,1862,2760,4283,6126,7681,6980,8334,6308,7573,0,2,1,2,1,2,3,1,0,3,0,0,1,1,0,1,0,0
myrealty,124819,153000.0,86.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,0,0,0,1,0,0,1,0,"(40.19562050194883, 44.499155086504345)",1725,1585,573,9667,2049,4473,3656,4058,6020,3592,4411,5580,6392,490,5750,379,2048,2929,4611,6065,5231,6562,7540,6184,2,7,3,6,5,1,2,2,2,1,0,0,0,2,0,0,0,0
myrealty,124811,470000.0,130.0,3.0,10.0,11.0,2.0,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0,"(40.19066524195801, 44.52381655212627)",904,1588,1655,11312,3267,4393,5799,1965,4614,5369,3079,6901,4623,2653,6023,2542,597,2377,4252,5914,5691,7151,5892,5444,0,2,8,1,0,5,6,0,0,0,0,0,18,1,0,5,0,0
myrealty,124801,283000.0,79.0,2.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,44.51872985,40.20413115,1,0,0,0,0,0,1,0,"(40.20413115, 44.51872985)",2039,2514,1778,11580,3789,5635,5350,2695,6172,4124,2509,7435,4573,2253,7152,2165,1994,3701,5594,7216,6726,8142,5663,6920,0,3,8,2,1,2,6,1,4,2,0,0,0,1,0,0,0,0
myrealty,124797,200000.0,98.0,3.0,9.0,12.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,0,1,0,"(40.20967865714541, 44.509269992836)",2678,2961,1960,11229,3832,6081,4685,3697,7014,3120,3151,7317,5331,1908,7471,1862,2760,4283,6126,7681,6980,8334,6308,7573,0,2,1,2,1,2,3,1,0,3,0,0,1,1,0,1,0,0
myrealty,124763,158000.0,64.0,2.0,12.0,14.0,1.0,0,1,0,1,0,1,1,0,44.50409202665325,40.17429211194108,0,1,0,0,0,0,1,0,"(40.17429211194108, 44.50409202665325)",1602,1029,2017,9136,1431,2122,4850,4170,3946,5899,5549,4596,7002,2697,3615,2633,1886,766,2204,3722,3231,4684,8305,3790,2,3,6,1,1,3,2,0,0,2,0,0,0,1,0,0,0,0
myrealty,124735,145000.0,41.0,1.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,1,0,0,0,"(40.1861605885798, 44.514048989347714)",90,619,1072,10356,2311,3609,5086,2877,4463,5177,4000,5932,5590,2117,5174,2011,495,1668,3557,5181,4798,6248,6861,4932,15,9,32,1,4,4,8,2,0,2,0,0,2,1,0,1,0,0
myrealty,124678,155000.0,70.0,2.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,1,0,1,0,0,0,"(40.177015330930764, 44.519048808509375)",1054,1155,2115,10441,2609,2874,5827,2939,3367,6249,4565,5893,5802,3108,4549,3011,1025,869,2689,4356,4289,5753,7123,3905,3,7,10,2,5,10,5,1,0,2,0,1,0,0,1,0,0,0
myrealty,124665,130000.0,84.0,3.0,3.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,1,0,1,0,0,0,"(40.20586486520793, 44.51002309500625)",2250,2541,1566,11047,3494,5669,4649,3443,6596,3397,3158,7042,5286,1680,7081,1614,2340,3856,5705,7269,6602,7973,6328,7144,2,4,4,7,6,5,5,0,5,1,0,0,0,2,0,2,0,0
myrealty,124690,450000.0,128.0,3.0,4.0,6.0,2.0,1,1,1,1,0,1,1,1,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0,"(40.183781674798254, 44.505052000470215)",887,262,962,9548,1502,3179,4441,3684,4660,4983,4730,5140,6390,1776,4619,1692,1288,1522,3249,4780,4182,5603,7651,4785,3,3,6,3,2,6,4,2,1,2,1,1,1,2,0,0,0,0
myrealty,124644,110000.0,47.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,0,0,1,0,"(40.19625902492543, 44.50164222859443)",1614,1563,488,9886,2212,4544,3862,3853,5964,3648,4190,5779,6169,676,5864,566,1910,2924,4655,6141,5360,6708,7317,6202,4,3,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0
myrealty,124633,255000.0,87.0,3.0,3.0,5.0,2.0,0,1,0,1,0,1,1,0,44.5197902,40.1991886,0,0,0,1,0,0,1,0,"(40.1991886, 44.5197902)",1519,2054,1503,11397,3474,5137,5399,2400,5620,4503,2684,7150,4596,2219,6688,2117,1442,3176,5072,6707,6286,7719,5762,6372,0,2,3,2,2,10,0,0,1,4,0,0,0,2,0,0,0,0
myrealty,124626,123000.0,78.0,4.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,44.52026531166853,40.1995721688172,0,0,1,0,1,0,0,0,"(40.1995721688172, 44.52026531166853)",1571,2111,1559,11452,3532,5190,5441,2375,5649,4511,2627,7209,4546,2264,6744,2163,1485,3226,5122,6758,6343,7777,5709,6415,0,3,4,2,3,8,0,0,1,3,0,0,0,3,0,0,0,0
myrealty,124592,130000.0,73.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,1,0,0,0,1,0,"(40.20586486520793, 44.51002309500625)",2250,2541,1566,11047,3494,5669,4649,3443,6596,3397,3158,7042,5286,1680,7081,1614,2340,3856,5705,7269,6602,7973,6328,7144,2,4,4,7,6,5,5,0,5,1,0,0,0,2,0,2,0,0
myrealty,124563,330000.0,140.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,0,1,0,0,1,0,"(40.20586486520793, 44.51002309500625)",2250,2541,1566,11047,3494,5669,4649,3443,6596,3397,3158,7042,5286,1680,7081,1614,2340,3856,5705,7269,6602,7973,6328,7144,2,4,4,7,6,5,5,0,5,1,0,0,0,2,0,2,0,0
myrealty,124436,138000.0,130.0,4.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4682959089474,40.17581363323348,0,0,0,1,0,0,1,0,"(40.17581363323348, 44.4682959089474)",4133,3467,3584,6326,1751,3554,2679,6930,6613,5316,7770,2205,9595,3219,3745,3267,4532,3762,4057,4646,3088,3906,10821,5662,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
myrealty,124366,319999.99999999994,285.0,6.0,3.0,13.0,2.0,1,0,0,0,0,0,0,0,44.49857435,40.20958515,1,0,0,0,0,1,0,0,"(40.20958515, 44.49857435)",2974,3055,1971,10487,3496,6027,3816,4499,7379,2371,4056,6757,6239,1431,7271,1437,3167,4419,6156,7618,6730,8012,7207,7705,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0
myrealty,124348,200000.00000000003,87.0,3.0,9.0,11.0,1.0,0,0,0,0,0,0,0,0,44.51023319136248,40.171870020098616,0,0,1,0,1,0,0,0,"(40.171870020098616, 44.51023319136248)",1624,1258,2338,9575,2017,2009,5435,3881,3379,6361,5449,5006,6744,3148,3643,3072,1793,179,1937,3563,3354,4819,8064,3397,6,7,15,3,1,8,3,0,1,2,0,0,0,0,0,0,1,0
myrealty,124347,265000.00000000006,79.0,2.0,5.0,9.0,1.0,0,0,0,0,0,0,0,0,44.499472776670245,40.180107053322125,0,0,1,0,0,0,1,0,"(40.180107053322125, 44.499472776670245)",1479,794,1434,8960,942,2748,4181,4260,4673,5152,5355,4523,7000,1965,4080,1909,1862,1462,2909,4341,3610,5011,8268,4530,0,1,6,2,0,7,1,1,0,2,0,0,0,0,0,2,0,0
myrealty,124323,350000.0,116.0,3.0,5.0,14.0,2.0,1,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,1,0,0,0,0,0,1,0,"(40.19562050194883, 44.499155086504345)",1725,1585,573,9667,2049,4473,3656,4058,6020,3592,4411,5580,6392,490,5750,379,2048,2929,4611,6065,5231,6562,7540,6184,2,7,3,6,5,1,2,2,2,1,0,0,0,2,0,0,0,0
myrealty,124279,340000.00000000006,73.0,3.0,4.0,12.0,1.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0,"(40.17606564344017, 44.51863665459219)",1145,1192,2182,10380,2585,2767,5839,3030,3295,6316,4674,5826,5896,3162,4445,3067,1133,769,2578,4245,4191,5654,7219,3799,2,5,9,1,4,7,2,1,0,2,0,1,1,0,1,0,0,0
myrealty,127357,295000.0,53.0,2.0,13.0,16.0,2.0,1,0,0,0,0,1,0,1,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0,"(40.19066524195801, 44.52381655212627)",904,1588,1655,11312,3267,4393,5799,1965,4614,5369,3079,6901,4623,2653,6023,2542,597,2377,4252,5914,5691,7151,5892,5444,0,2,8,1,0,5,6,0,0,0,0,0,18,1,0,5,0,0
myrealty,124228,225000.0,107.0,4.0,3.0,9.0,2.0,1,0,0,0,0,0,0,0,44.49844424700246,40.19994302020931,1,0,0,0,0,0,1,0,"(40.19994302020931, 44.49844424700246)",2098,2044,979,9864,2467,4955,3591,4182,6455,3157,4287,5897,6348,497,6211,442,2376,3400,5095,6546,5681,6991,7447,6664,7,12,10,5,5,0,6,1,1,0,0,0,0,3,0,1,0,0
myrealty,124227,140000.0,65.0,4.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,0,0,0,1,0,0,1,0,"(40.20625843913501, 44.52473536231635)",2396,2945,2308,12140,4314,6018,5888,2396,6283,4464,1948,7974,4038,2813,7578,2727,2266,4039,5934,7579,7177,8608,5107,7179,0,1,5,1,1,8,4,0,2,0,2,1,0,3,0,0,0,0
myrealty,124206,175000.0,85.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,1,0,0,0,"(40.1861605885798, 44.514048989347714)",90,619,1072,10356,2311,3609,5086,2877,4463,5177,4000,5932,5590,2117,5174,2011,495,1668,3557,5181,4798,6248,6861,4932,15,9,32,1,4,4,8,2,0,2,0,0,2,1,0,1,0,0
myrealty,124189,290000.0,90.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.5044544,40.19219245,0,0,0,1,1,0,0,0,"(40.19219245, 44.5044544)",1135,1058,26,9883,1991,4104,4147,3596,5454,4156,4200,5649,6070,1066,5489,958,1469,2422,4185,5705,5014,6397,7266,5709,1,3,6,1,5,1,0,0,0,2,0,0,1,0,0,0,0,0
myrealty,124140,211500.0,72.0,3.0,7.0,10.0,1.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0,"(40.14520375, 44.48439985)",5232,4662,5521,7174,3784,1776,6348,7491,4673,8690,9136,3060,10357,5840,127,5823,5466,3733,2198,1297,585,1260,11687,2879,3,8,6,2,6,3,0,0,0,5,0,0,0,2,0,0,0,0
myrealty,124119,299999.99999999994,141.0,4.0,1.0,5.0,1.0,0,1,0,1,0,1,0,0,44.51002309500625,40.20586486520793,0,0,0,1,0,0,1,0,"(40.20586486520793, 44.51002309500625)",2250,2541,1566,11047,3494,5669,4649,3443,6596,3397,3158,7042,5286,1680,7081,1614,2340,3856,5705,7269,6602,7973,6328,7144,2,4,4,7,6,5,5,0,5,1,0,0,0,2,0,2,0,0
myrealty,124041,1012500.0,225.0,5.0,8.0,10.0,4.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,1,0,0,"(40.18161375666288, 44.51642634119875)",500,734,1574,10375,2392,3213,5431,2864,3922,5703,4260,5879,5678,2592,4837,2491,589,1210,3104,4754,4513,5976,6978,4417,20,5,31,3,6,10,20,0,0,2,2,0,0,1,0,0,0,0
myrealty,124040,625500.0,139.0,4.0,5.0,10.0,3.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,1,0,0,"(40.18161375666288, 44.51642634119875)",500,734,1574,10375,2392,3213,5431,2864,3922,5703,4260,5879,5678,2592,4837,2491,589,1210,3104,4754,4513,5976,6978,4417,20,5,31,3,6,10,20,0,0,2,2,0,0,1,0,0,0,0
myrealty,124009,205000.0,173.0,4.0,3.0,5.0,2.0,1,0,0,0,0,0,0,0,44.55833520806485,40.200767144092175,1,0,0,0,0,0,1,0,"(40.200767144092175, 44.55833520806485)",4023,4707,4668,14452,6405,7042,8677,1320,5796,7338,1658,10013,1548,5496,8746,5393,3644,5116,6727,8352,8535,9995,2876,7388,0,1,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0
myrealty,124007,478250.0,191.0,4.0,4.0,6.0,3.0,1,0,0,0,0,0,0,0,44.52026531166853,40.1995721688172,1,0,0,0,0,0,1,0,"(40.1995721688172, 44.52026531166853)",1571,2111,1559,11452,3532,5190,5441,2375,5649,4511,2627,7209,4546,2264,6744,2163,1485,3226,5122,6758,6343,7777,5709,6415,0,3,4,2,3,8,0,0,1,3,0,0,0,3,0,0,0,0
myrealty,124006,220000.00000000003,143.0,4.0,1.0,6.0,2.0,1,0,0,0,0,0,0,0,44.55833520806485,40.200767144092175,1,0,0,0,0,0,1,0,"(40.200767144092175, 44.55833520806485)",4023,4707,4668,14452,6405,7042,8677,1320,5796,7338,1658,10013,1548,5496,8746,5393,3644,5116,6727,8352,8535,9995,2876,7388,0,1,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0
