source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other
1269,myrealty,129127,4545.714285714285,175.0,4.0,5.0,18.0,2.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
1270,myrealty,130137,8264.462809917355,121.0,4.0,4.0,12.0,2.0,1,1,1,1,0,1,1,1,44.51642634119875,40.18161375666288,1,0,0,0,0,0,1,0
1271,myrealty,129105,2088.8888888888887,90.0,3.0,5.0,15.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,1,0,0
1272,myrealty,129837,2533.3333333333335,75.0,3.0,11.0,15.0,2.0,1,1,1,0,0,1,1,1,44.49168335,40.21148855,1,0,0,0,0,0,1,0
1273,myrealty,128740,2100.0,90.0,3.0,4.0,14.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,1,0,0
1274,myrealty,128680,5500.0,50.0,3.0,9.0,9.0,1.0,0,1,0,1,0,1,1,0,44.51166722152143,40.182206184659805,0,0,1,0,0,0,1,0
1275,myrealty,128631,2500.0,90.0,3.0,3.0,6.0,3.0,1,1,0,1,0,1,1,1,44.48842560030741,40.19502146089586,1,0,0,0,0,0,1,0
1276,myrealty,128559,2300.8849557522126,113.0,3.0,10.0,12.0,2.0,1,0,0,0,0,0,0,0,44.50824234549154,40.20230021885149,1,0,0,0,0,1,0,0
1277,myrealty,128571,2382.3529411764707,34.0,1.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48842560030741,40.19502146089586,0,0,0,1,0,0,1,0
1278,myrealty,128722,5187.5,160.0,4.0,7.0,9.0,2.0,1,1,1,1,0,1,1,1,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0
1279,myrealty,128493,2040.8163265306123,98.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52170895,40.16713265,0,1,0,0,0,0,1,0
1280,myrealty,128481,3450.0,100.0,2.0,9.0,12.0,2.0,1,0,0,0,0,0,0,0,44.499472776670245,40.180107053322125,1,0,0,0,0,0,1,0
1281,myrealty,137852,4603.174603174603,63.0,2.0,6.0,14.0,1.0,1,0,0,0,0,1,0,1,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
1282,myrealty,128628,2678.5714285714284,168.0,4.0,3.0,4.0,1.0,0,1,0,1,0,1,1,1,44.5129618594638,40.19399679221862,0,0,0,1,1,0,0,0
1283,myrealty,128440,2136.7521367521367,117.0,3.0,2.0,13.0,2.0,1,0,0,0,0,0,0,0,44.4972968,40.20489739999999,1,0,0,0,0,1,0,0
1284,myrealty,128396,4931.506849315068,73.0,2.0,16.0,18.0,1.0,1,0,0,0,0,0,0,0,44.5074118246583,40.18475498588536,1,0,0,0,0,1,0,0
1285,myrealty,137626,2012.987012987013,77.0,3.0,6.0,17.0,1.0,1,0,0,0,0,1,0,1,44.5902935,40.18955105,1,0,0,0,0,0,1,0
1286,myrealty,139646,2615.3846153846152,65.0,3.0,6.0,11.0,1.0,0,0,0,0,0,1,0,1,44.51023319136248,40.171870020098616,0,0,1,0,0,0,1,0
1287,myrealty,128781,3736.842105263158,95.0,3.0,4.0,4.0,2.0,0,1,1,1,0,1,1,0,44.51181945133735,40.183313571671,0,0,0,1,0,0,1,0
1288,myrealty,128548,3028.169014084507,142.0,4.0,2.0,12.0,2.0,1,1,0,1,0,1,1,0,44.50987445736802,40.09818746034688,1,0,0,0,0,0,1,0
1289,myrealty,128302,2341.4634146341464,82.0,4.0,6.0,14.0,2.0,0,0,0,1,0,1,1,1,44.5100301,40.1504564,0,0,1,0,0,0,1,0
1290,myrealty,128273,3805.309734513274,113.0,4.0,2.0,5.0,2.0,0,1,0,1,0,1,0,0,44.519048808509375,40.177015330930764,0,0,0,1,0,0,1,0
1291,myrealty,128297,3714.285714285714,105.0,3.0,9.0,15.0,2.0,1,1,0,1,0,1,1,1,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
1292,myrealty,128202,3982.3008849557523,113.0,3.0,3.0,4.0,2.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,1,0,0,0,0,0,1,0
1293,myrealty,128387,3069.4980694980695,259.0,5.0,3.0,5.0,4.0,0,0,0,0,0,0,0,0,44.5129618594638,40.19399679221862,0,0,0,1,0,0,1,0
1294,myrealty,128041,2350.0,100.0,4.0,5.0,12.0,2.0,0,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,0,0,1,0,0,0,1,0
1295,myrealty,128008,2469.135802469136,162.0,4.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,44.51406057333508,40.190047324583134,0,0,0,1,1,0,0,0
1296,myrealty,128007,3133.3333333333335,150.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,0,0,0,1,0,0,1,0
1297,myrealty,128006,2187.5,160.0,4.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,0,0,0,1,0,0,1,0
1298,myrealty,127999,2228.9156626506024,83.0,3.0,2.0,9.0,2.0,1,0,1,1,1,0,1,1,44.48439985,40.14520375,1,0,0,0,0,0,1,0
1299,myrealty,127961,3563.2183908045977,87.0,3.0,1.0,10.0,1.0,1,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,1,0,0,0,0,0,1,0
1300,myrealty,127957,4142.857142857143,70.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,0,0,0,1,0,0,1,0
1301,myrealty,127956,3618.4210526315787,76.0,2.0,4.0,12.0,1.0,0,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,0,0,1,0,0,0,1,0
1302,myrealty,127952,4078.9473684210525,76.0,3.0,5.0,5.0,1.0,0,0,0,1,0,1,1,0,44.51548071604492,40.19013906690871,0,0,0,1,0,0,1,0
1303,myrealty,127933,1216.2162162162163,74.0,2.0,1.0,10.0,1.0,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999,0,0,1,0,1,0,0,0
1304,myrealty,127897,1800.0,50.0,2.0,6.0,12.0,1.0,1,0,0,0,0,0,0,0,44.47439213842463,40.198846692958135,0,1,0,0,0,0,1,0
1305,myrealty,136891,2179.10447761194,67.0,2.0,11.0,14.0,1.0,1,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
1306,myrealty,127872,906.25,96.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4684631,40.199323,0,0,0,1,1,0,0,0
1307,myrealty,127826,2215.1898734177216,158.0,4.0,5.0,17.0,3.0,1,1,1,1,0,1,0,1,44.54525010967713,40.21709428773493,1,0,0,0,0,0,1,0
1308,myrealty,127811,2242.4242424242425,132.0,4.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51406057333508,40.190047324583134,0,0,0,1,0,0,1,0
1309,myrealty,131701,2943.9024390243903,123.0,3.0,5.0,18.0,1.0,1,1,0,1,0,1,1,0,44.51583117054371,40.17148024125946,1,0,0,0,0,0,1,0
1310,myrealty,127760,3450.0,40.0,2.0,11.0,11.0,1.0,0,1,0,1,0,1,0,0,44.505052000470215,40.183781674798254,0,0,1,0,0,0,1,0
1311,myrealty,127740,3500.0,100.0,3.0,5.0,5.0,1.0,0,1,0,1,0,1,0,0,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0
1312,myrealty,127737,2310.4666666666667,105.0,3.0,4.0,14.0,2.0,1,0,0,0,0,0,0,1,44.499472776670245,40.180107053322125,1,0,0,0,0,1,0,0
1313,myrealty,127733,4080.0,75.0,2.0,2.0,5.0,1.0,0,0,0,0,1,0,0,0,44.51863665459219,40.17606564344017,0,0,0,1,1,0,0,0
1314,myrealty,128383,2058.823529411765,85.0,4.0,1.0,9.0,1.0,0,1,0,0,0,1,0,0,44.51413593557797,40.21066440089994,0,0,1,0,0,0,1,0
1315,myrealty,127685,3805.309734513274,113.0,4.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,0,1,0,0,1,0
1316,myrealty,127681,3375.0,40.0,2.0,12.0,12.0,1.0,0,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,0,0,1,0,0,0,1,0
1317,myrealty,128384,3062.5,40.0,2.0,13.0,18.0,1.0,1,1,0,0,0,1,1,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0
1318,myrealty,131699,5000.0,87.0,3.0,3.0,6.0,1.0,0,1,0,1,0,1,1,0,44.5215976,40.18607885,0,0,0,1,0,0,1,0
1319,myrealty,127612,1621.9512195121952,82.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48023076128606,40.14596510603376,0,0,0,1,1,0,0,0
1320,myrealty,127576,3000.0,36.0,1.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50384769146143,40.19855807840442,0,0,0,1,1,0,0,0
1321,myrealty,127593,2421.0526315789475,95.0,3.0,3.0,9.0,2.0,1,0,0,1,0,1,0,1,44.48439985,40.14520375,1,0,0,0,0,0,1,0
1322,myrealty,127479,1538.4615384615386,65.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,0,0,1,0,1,0,0,0
1323,myrealty,127477,1495.3271028037384,107.0,4.0,11.0,12.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,0,0,1,0,1,0,0,0
1324,myrealty,127456,2454.5454545454545,55.0,2.0,6.0,10.0,1.0,0,0,0,0,0,0,0,0,44.50145410342245,40.1775189895369,0,0,1,0,1,0,0,0
1325,myrealty,127451,2625.0,80.0,3.0,12.0,16.0,1.0,1,0,0,0,0,0,0,0,44.52026531166853,40.1995721688172,0,1,0,0,0,1,0,0
1326,myrealty,127485,1119.047619047619,210.0,4.0,4.0,4.0,3.0,0,1,0,1,0,1,1,0,44.48842560030741,40.19502146089586,0,0,0,1,0,0,1,0
1327,myrealty,127282,5454.545454545455,220.0,4.0,5.0,5.0,2.0,0,1,0,1,0,1,1,0,44.5180200101794,40.18203709652422,0,0,0,1,0,0,1,0
1328,myrealty,127280,1642.857142857143,70.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,1,0,0,0
1329,myrealty,127781,1433.9622641509434,265.0,5.0,1.0,4.0,2.0,0,1,0,1,1,1,1,0,44.52026531166853,40.1995721688172,0,0,0,1,0,0,1,0
1330,myrealty,127247,1822.9166666666667,96.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50759201950419,40.19012669592037,0,0,1,0,1,0,0,0
1331,myrealty,127244,1520.408163265306,98.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.51240035,40.1775186,0,0,0,1,1,0,0,0
1332,myrealty,127210,2807.0175438596493,114.0,3.0,8.0,14.0,2.0,1,1,1,0,0,0,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0
1333,myrealty,127177,3359.375,128.0,3.0,5.0,8.0,1.0,1,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0
1334,myrealty,127095,2466.6666666666665,150.0,4.0,4.0,15.0,2.0,1,0,0,0,0,0,0,0,44.51872985,40.20413115,1,0,0,0,0,0,1,0
1335,myrealty,127011,4133.333333333333,90.0,4.0,7.0,15.0,1.0,1,1,0,1,0,1,1,1,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
1336,myrealty,126849,4191.780821917808,73.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5215976,40.18607885,0,0,0,1,1,0,0,0
1337,myrealty,126826,1192.3076923076924,78.0,2.0,4.0,4.0,1.0,1,0,0,0,0,0,0,1,44.552282393219535,40.19046429667407,1,0,0,0,0,1,0,0
1338,myrealty,126823,1200.0,225.0,4.0,4.0,4.0,3.0,1,0,0,0,0,0,0,1,44.552282393219535,40.19046429667407,1,0,0,0,0,1,0,0
1339,myrealty,126749,1617.6470588235295,340.0,6.0,5.0,6.0,4.0,1,1,0,1,0,1,0,0,44.49978402004816,40.19794363418706,1,0,0,0,0,0,1,0
1340,myrealty,126583,2051.2820512820513,78.0,3.0,8.0,14.0,1.0,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123,0,0,1,0,1,0,0,0
1341,myrealty,126571,3272.7272727272725,55.0,2.0,1.0,7.0,1.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,1,0,0,0,0,0,1,0
1342,myrealty,126568,1623.3766233766235,77.0,3.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,44.52432870986529,40.20080526689522,0,1,0,0,1,0,0,0
1343,myrealty,126554,5333.333333333333,45.0,2.0,5.0,17.0,1.0,1,1,0,1,0,1,0,1,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
1344,myrealty,126553,5333.333333333333,45.0,2.0,5.0,17.0,1.0,1,1,1,1,0,0,1,1,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
1345,myrealty,126572,2994.011976047904,167.0,4.0,16.0,22.0,2.0,1,1,1,1,0,1,1,1,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0
1346,myrealty,126523,2052.6315789473683,95.0,4.0,10.0,13.0,2.0,0,1,0,0,0,1,1,1,44.51903894845968,40.17136765837956,0,0,1,0,0,0,1,0
1347,myrealty,126470,3310.810810810811,148.0,4.0,4.0,4.0,2.0,0,1,0,1,0,1,1,0,44.5180200101794,40.18203709652422,0,0,0,1,1,0,0,0
1348,myrealty,126469,4945.454545454545,55.0,2.0,5.0,6.0,1.0,0,1,1,1,0,1,1,1,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0
1349,myrealty,126447,2303.370786516854,178.0,4.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,44.51982215070216,40.1747638304342,0,0,0,1,1,0,0,0
1350,myrealty,126345,1898.73417721519,79.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,0,0,0,1,1,0,0,0
1351,myrealty,126287,3000.0,250.0,5.0,6.0,6.0,2.0,0,1,1,1,0,1,1,1,44.51166722152143,40.182206184659805,0,0,0,1,0,0,1,0
1352,myrealty,126270,1283.7837837837837,74.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48028805,40.20511795,0,0,0,1,1,0,0,0
1353,myrealty,126227,2666.6666666666665,150.0,3.0,5.0,8.0,1.0,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0
1354,myrealty,131576,2087.378640776699,103.0,3.0,2.0,16.0,2.0,0,0,0,1,1,1,0,1,44.42128610507695,40.1879233237781,0,0,1,0,0,0,1,0
1355,myrealty,126128,2210.5263157894738,95.0,3.0,4.0,15.0,2.0,1,0,0,0,0,0,0,0,44.5388218,40.222082400000005,1,0,0,0,0,0,1,0
1356,myrealty,126112,2530.864197530864,81.0,3.0,9.0,12.0,1.0,0,0,0,0,0,0,0,0,44.525275644939626,40.18489525304254,0,0,1,0,1,0,0,0
1357,myrealty,140818,1775.1538461538462,65.0,2.0,4.0,10.0,1.0,0,0,0,0,0,0,0,1,44.49141207406966,40.19293930149094,0,0,1,0,1,0,0,0
1358,myrealty,126071,1615.3846153846155,130.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52026531166853,40.1995721688172,0,0,0,1,0,0,1,0
1359,myrealty,126054,2562.5,80.0,2.0,10.0,10.0,1.0,0,0,0,0,0,0,0,0,44.51166722152143,40.182206184659805,0,1,0,0,1,0,0,0
1360,myrealty,126025,1666.6666666666667,42.0,1.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,0,0,0,1,1,0,0,0
1361,myrealty,126024,1296.2962962962963,81.0,3.0,1.0,10.0,1.0,0,0,0,0,0,0,0,0,44.48877835,40.19875685,0,0,1,0,0,0,1,0
1362,myrealty,125972,1333.3333333333333,90.0,3.0,4.0,12.0,2.0,1,0,0,0,0,0,0,0,44.529738,40.1507024,1,0,0,0,0,0,1,0
1363,myrealty,125967,2500.0,34.0,1.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48842560030741,40.19502146089586,0,0,0,1,1,0,0,0
1364,myrealty,125886,1346.1538461538462,130.0,4.0,8.0,10.0,1.0,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362,1,0,0,0,0,1,0,0
1365,myrealty,125865,1907.8947368421052,76.0,3.0,7.0,12.0,1.0,1,0,0,0,0,0,0,0,44.4790618,40.2134186,1,0,0,0,0,0,1,0
1366,myrealty,125863,2909.090909090909,165.0,5.0,12.0,20.0,3.0,1,0,0,0,0,0,0,0,44.51240035,40.1775186,1,0,0,0,0,0,1,0
1367,myrealty,125852,1911.764705882353,68.0,2.0,5.0,14.0,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0
1368,myrealty,125851,2134.3283582089553,67.0,3.0,5.0,12.0,1.0,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362,1,0,0,0,0,0,1,0
1369,myrealty,125838,2734.0425531914893,94.0,3.0,10.0,10.0,1.0,1,0,0,0,0,0,0,0,44.51060732169701,40.17531966023561,1,0,0,0,0,0,1,0
1370,myrealty,125806,2802.197802197802,91.0,3.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,1,0,1,0,0,0
1371,myrealty,125805,2032.520325203252,123.0,4.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,0,1,0,0,1,0
1372,myrealty,125799,2272.7272727272725,110.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,1,0,0,0,0,1,0
1373,myrealty,126218,2083.3333333333335,72.0,3.0,4.0,8.0,1.0,0,1,0,1,0,1,0,1,44.49978402004816,40.19794363418706,1,0,0,0,0,0,1,0
1374,myrealty,126118,3697.6744186046512,43.0,2.0,5.0,9.0,1.0,1,1,1,1,0,1,1,1,44.48439985,40.14520375,1,0,0,0,0,0,1,0
1375,myrealty,125725,2490.566037735849,106.0,4.0,6.0,6.0,2.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,0,0,0,1,0,0,1,0
1376,myrealty,125709,3680.0,125.0,3.0,6.0,12.0,3.0,1,0,0,0,0,0,0,0,44.5273774,40.17699785,1,0,0,0,0,0,1,0
1377,myrealty,125707,1775.5102040816328,98.0,3.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999,0,0,1,0,1,0,0,0
1378,myrealty,125604,2500.0,110.0,4.0,14.0,14.0,2.0,1,1,1,1,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0
1379,myrealty,125566,4500.0,102.0,3.0,11.0,17.0,1.0,1,0,0,1,0,1,0,1,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
1380,myrealty,125544,3978.494623655914,93.0,3.0,2.0,9.0,1.0,0,1,0,1,0,1,1,1,44.514048989347714,40.1861605885798,0,0,1,0,0,0,1,0
1381,myrealty,125467,5053.763440860215,93.0,3.0,15.0,23.0,2.0,1,1,0,1,0,1,0,1,44.519048808509375,40.177015330930764,1,0,0,0,0,0,1,0
1382,myrealty,125423,2000.0,50.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.493826561382456,40.140887872078665,0,0,0,1,0,0,1,0
1383,myrealty,125392,2000.0,70.0,3.0,2.0,15.0,1.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0
1384,myrealty,125391,3000.0,65.0,3.0,9.0,15.0,1.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0
1385,myrealty,125314,3437.5,128.0,3.0,4.0,9.0,2.0,1,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0
1386,myrealty,125229,3684.2105263157896,76.0,3.0,10.0,18.0,1.0,1,1,0,0,0,1,1,1,44.489355959454166,40.21403837276494,1,0,0,0,0,0,1,0
1387,myrealty,125222,2164.179104477612,67.0,2.0,12.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,0,0,1,0,1,0,0,0
1388,myrealty,125220,3488.3720930232557,43.0,2.0,8.0,10.0,1.0,0,0,0,0,0,0,0,0,44.51023319136248,40.171870020098616,0,0,1,0,0,0,1,0
1389,myrealty,125213,2023.2558139534883,43.0,2.0,10.0,10.0,1.0,0,0,0,0,0,0,0,0,44.5139565495713,40.16673885182096,0,0,1,0,0,0,1,0
1390,myrealty,125197,1031.25,64.0,2.0,16.0,16.0,1.0,0,0,0,0,0,0,0,0,44.51575732853416,40.16366263062315,0,0,1,0,1,0,0,0
1391,myrealty,125183,1428.5714285714287,105.0,3.0,10.0,10.0,1.0,0,0,0,0,0,0,0,0,44.49141207406966,40.19293930149094,0,0,1,0,0,0,1,0
1392,myrealty,125166,2880.0,125.0,3.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,0,0,0,1,1,0,0,0
1393,myrealty,125153,2321.4285714285716,56.0,2.0,10.0,12.0,1.0,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123,0,0,1,0,1,0,0,0
1394,myrealty,125141,4025.974025974026,77.0,3.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,44.51548071604492,40.19013906690871,0,0,0,1,0,0,1,0
1395,myrealty,125125,3153.846153846154,130.0,3.0,4.0,12.0,2.0,1,0,0,0,0,0,0,0,44.51811462379455,40.166993360178346,1,0,0,0,0,0,1,0
1396,myrealty,125122,1607.142857142857,84.0,4.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.49844424700246,40.19994302020931,0,0,0,1,0,0,1,0
1397,myrealty,125086,1051.1363636363637,176.0,4.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,0,0,0,1,0,0,1,0
1398,myrealty,125082,4000.0,90.0,4.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,0,0,0,1,0,0,1,0
1399,myrealty,125081,4953.271028037383,107.0,4.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.517821617617976,40.17743184144194,0,0,0,1,0,0,1,0
1400,myrealty,125078,1457.142857142857,140.0,3.0,8.0,9.0,1.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,0,0,1,0,1,0,0,0
1401,myrealty,125072,4400.0,75.0,2.0,8.0,18.0,1.0,1,0,0,0,0,0,0,0,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0
1402,myrealty,124967,1428.3333333333333,60.0,2.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,1,0,0,0
1403,myrealty,124933,2222.222222222222,90.0,4.0,5.0,8.0,1.0,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931,0,1,0,0,0,0,1,0
1404,myrealty,124925,1634.6153846153845,156.0,3.0,4.0,10.0,2.0,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362,1,0,0,0,0,0,1,0
1405,myrealty,124918,2464.285714285714,140.0,4.0,10.0,10.0,1.0,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0
1406,myrealty,124908,2333.3333333333335,90.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,1,0,1,0,0,0
1407,myrealty,124893,1727.2727272727273,110.0,4.0,9.0,11.0,2.0,0,0,0,0,0,0,0,0,44.51023319136248,40.171870020098616,0,0,1,0,0,0,1,0
1408,myrealty,124874,3092.1052631578946,76.0,3.0,2.0,5.0,1.0,0,1,1,1,0,1,1,0,44.51344849450384,40.1767382062846,0,0,0,1,0,0,1,0
1409,myrealty,124865,2243.9024390243903,82.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51413593557797,40.21066440089994,0,0,0,1,0,0,1,0
1410,myrealty,124857,2333.3333333333335,150.0,4.0,5.0,9.0,2.0,1,0,0,0,0,0,0,0,44.50472122504243,40.19100870974382,1,0,0,0,0,0,1,0
1411,myrealty,124851,5913.978494623656,93.0,3.0,17.0,17.0,1.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
1412,myrealty,124834,3237.410071942446,139.0,4.0,4.0,12.0,2.0,1,0,0,0,0,0,0,0,44.49857435,40.20958515,1,0,0,0,0,0,1,0
1413,myrealty,124832,2162.162162162162,74.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,0,0,0,1,0,0,1,0
1414,myrealty,124831,1754.3859649122808,114.0,3.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,0,0,0,1,0,0,1,0
1415,myrealty,124819,1779.0697674418604,86.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,0,0,0,1,0,0,1,0
1416,myrealty,124811,3615.3846153846152,130.0,3.0,10.0,11.0,2.0,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0
1417,myrealty,124801,3582.278481012658,79.0,2.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,44.51872985,40.20413115,1,0,0,0,0,0,1,0
1418,myrealty,124797,2040.8163265306123,98.0,3.0,9.0,12.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,0,1,0
1419,myrealty,124763,2468.75,64.0,2.0,12.0,14.0,1.0,0,1,0,1,0,1,1,0,44.50409202665325,40.17429211194108,0,1,0,0,0,0,1,0
1420,myrealty,124735,3536.5853658536585,41.0,1.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,1,0,0,0
1421,myrealty,124678,2214.285714285714,70.0,2.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,1,0,1,0,0,0
1422,myrealty,124665,1547.6190476190477,84.0,3.0,3.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,1,0,1,0,0,0
1423,myrealty,124690,3515.625,128.0,3.0,4.0,6.0,2.0,1,1,1,1,0,1,1,1,44.505052000470215,40.183781674798254,1,0,0,0,0,0,1,0
1424,myrealty,124644,2340.425531914894,47.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,0,0,0,1,0,0,1,0
1425,myrealty,124633,2931.0344827586205,87.0,3.0,3.0,5.0,2.0,0,1,0,1,0,1,1,0,44.5197902,40.1991886,0,0,0,1,0,0,1,0
1426,myrealty,124626,1576.923076923077,78.0,4.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,44.52026531166853,40.1995721688172,0,0,1,0,1,0,0,0
1427,myrealty,124592,1780.8219178082193,73.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,1,0,0,0,1,0
1428,myrealty,124563,2357.1428571428573,140.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51002309500625,40.20586486520793,0,0,0,1,0,0,1,0
