source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other
769,myrealty,140937,2567.5675675675675,74.0,2.0,5.0,16.0,1.0,1,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
770,myrealty,140922,3349.056603773585,106.0,3.0,5.0,5.0,2.0,0,1,0,1,0,1,1,0,44.51181945133735,40.183313571671,0,0,0,1,0,0,1,0
771,myrealty,140923,4781.553398058252,206.0,4.0,20.0,23.0,3.0,1,1,1,1,0,1,1,1,44.519048808509375,40.177015330930764,1,0,0,0,0,0,1,0
772,myrealty,140918,2021.276595744681,94.0,3.0,2.0,14.0,1.0,1,0,0,0,0,1,0,0,44.5388218,40.222082400000005,1,0,0,0,0,0,1,0
773,myrealty,140920,2250.0,72.0,3.0,2.0,10.0,1.0,1,0,0,1,0,1,1,1,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0
774,myrealty,140857,3181.818181818182,110.0,4.0,8.0,15.0,2.0,1,1,1,1,0,1,1,1,44.52706263472466,40.205140244623664,1,0,0,0,0,0,1,0
775,myrealty,140849,4166.666666666667,36.0,2.0,2.0,14.0,1.0,1,1,0,0,0,1,0,0,44.50409202665325,40.17429211194108,1,0,0,0,0,0,1,0
776,myrealty,140776,1296.2962962962963,81.0,3.0,1.0,9.0,1.0,0,1,0,0,1,1,1,1,44.49082633472604,40.19822318396341,0,0,1,0,1,0,0,0
777,myrealty,140740,4081.6326530612246,98.0,3.0,4.0,4.0,1.0,0,0,0,0,0,1,0,0,44.5180200101794,40.18203709652422,0,0,0,1,1,0,0,0
778,myrealty,140739,1852.9411764705883,68.0,3.0,7.0,8.0,1.0,1,0,0,1,0,1,1,0,44.56357158180517,40.196105983456206,1,0,0,0,0,0,1,0
779,myrealty,140673,2400.0,75.0,3.0,2.0,16.0,1.0,1,1,0,1,0,1,1,1,44.50409202665325,40.17429211194108,1,0,0,0,0,0,1,0
780,myrealty,140668,2464.788732394366,142.0,3.0,5.0,7.0,2.0,0,1,0,1,0,1,1,1,44.51227294254827,40.19201414395731,0,0,0,1,0,0,1,0
781,myrealty,140646,3380.0,50.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51344849450384,40.1767382062846,0,0,0,1,0,0,1,0
782,myrealty,140632,2257.5757575757575,66.0,2.0,8.0,15.0,1.0,1,1,0,1,0,1,1,1,44.53250355,40.141435900000005,1,0,0,0,0,0,1,0
783,myrealty,140621,1040.0,250.0,3.0,1.0,3.0,2.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,1,0,0,0,0,1,0,0
784,myrealty,140620,1207.729468599034,207.0,3.0,1.0,3.0,2.0,1,0,0,0,0,1,0,0,44.50523170804844,40.19493042144863,1,0,0,0,0,0,1,0
785,myrealty,140616,1987.179487179487,78.0,2.0,4.0,4.0,1.0,0,1,0,0,0,1,0,0,44.517821617617976,40.17743184144194,0,0,0,1,0,0,1,0
786,myrealty,140591,7094.594594594595,148.0,4.0,4.0,9.0,4.0,1,1,0,1,0,1,1,1,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0
787,myrealty,140587,3243.0555555555557,144.0,4.0,1.0,5.0,2.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,1,0,0,0,0,0,1,0
788,myrealty,140584,5042.372881355932,118.0,3.0,9.0,11.0,2.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,0,1,0
789,myrealty,140822,3960.3960396039606,101.0,4.0,3.0,14.0,1.0,1,1,0,1,0,1,1,1,44.514048989347714,40.1861605885798,1,0,0,0,0,0,1,0
790,myrealty,140581,1375.0,72.0,3.0,1.0,10.0,1.0,1,0,0,0,0,0,0,0,44.46529796992896,40.20902734145039,1,0,0,0,0,0,1,0
791,myrealty,140580,3070.1754385964914,114.0,4.0,13.0,17.0,1.0,0,1,0,1,0,1,1,0,44.52473536231635,40.20625843913501,0,1,0,0,0,0,1,0
792,myrealty,140579,1116.504854368932,103.0,5.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931,0,0,0,1,1,0,0,0
793,myrealty,140509,5000.0,55.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0
794,myrealty,140482,2884.6153846153848,104.0,3.0,2.0,7.0,2.0,1,1,0,1,0,1,1,0,44.51069785918221,40.20185160091185,1,0,0,0,0,0,1,0
795,myrealty,140481,2207.6923076923076,130.0,4.0,13.0,14.0,2.0,1,0,0,0,0,0,0,0,44.50777117033231,40.21015348895229,1,0,0,0,0,1,0,0
796,myrealty,140480,2207.6923076923076,130.0,4.0,13.0,14.0,2.0,1,0,0,0,0,0,0,0,44.50777117033231,40.21015348895229,1,0,0,0,0,1,0,0
797,myrealty,140445,1500.0,130.0,4.0,10.0,16.0,2.0,1,0,0,0,0,0,0,0,44.520763913503885,40.21468380779327,1,0,0,0,0,1,0,0
798,myrealty,140431,3333.3333333333335,60.0,3.0,3.0,10.0,1.0,1,0,1,1,0,1,1,1,44.50987445736802,40.09818746034688,1,0,0,0,0,0,1,0
799,myrealty,140416,1902.439024390244,41.0,1.0,3.0,10.0,1.0,0,0,0,0,0,0,0,0,44.50384769146143,40.19855807840442,0,0,1,0,1,0,0,0
800,myrealty,140397,1901.2345679012346,81.0,3.0,13.0,15.0,1.0,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362,1,0,0,0,0,1,0,0
801,myrealty,140367,2461.5384615384614,130.0,4.0,5.0,10.0,2.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0
802,myrealty,140363,2823.529411764706,85.0,3.0,14.0,18.0,2.0,1,0,0,0,0,0,0,0,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0
803,myrealty,140354,3142.8571428571427,105.0,3.0,9.0,16.0,2.0,1,0,0,1,0,1,1,1,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
804,myrealty,140352,1565.2173913043478,69.0,1.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.47439213842463,40.198846692958135,0,1,0,0,1,0,0,0
805,myrealty,140351,4800.0,174.0,4.0,7.0,10.0,3.0,1,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,1,0,0,0,0,0,1,0
806,myrealty,140345,3550.7246376811595,69.0,2.0,3.0,4.0,2.0,0,1,0,0,0,1,0,0,44.583870697678144,40.21673211791397,0,0,0,1,0,0,1,0
807,myrealty,140344,1205.8823529411766,68.0,3.0,15.0,16.0,1.0,0,0,0,0,0,1,1,0,44.4684631,40.199323,0,0,1,0,1,0,0,0
808,myrealty,140341,3142.8571428571427,105.0,3.0,9.0,15.0,2.0,0,1,0,1,0,1,1,0,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
809,myrealty,140541,1985.2941176470588,68.0,2.0,1.0,9.0,1.0,0,1,0,0,1,1,0,0,44.5197902,40.1991886,0,0,1,0,1,0,0,0
810,myrealty,140428,2884.6153846153848,104.0,3.0,2.0,7.0,2.0,1,1,1,0,0,1,1,1,44.51069785918221,40.20185160091185,1,0,0,0,0,0,1,0
811,myrealty,140588,3372.093023255814,86.0,3.0,6.0,9.0,2.0,0,1,0,1,0,1,1,1,44.51910716573998,40.18531221636969,0,0,1,0,0,0,1,0
812,myrealty,140466,3300.0,40.0,2.0,5.0,11.0,1.0,0,1,0,1,0,1,1,1,44.51166722152143,40.182206184659805,0,0,1,0,0,0,1,0
813,myrealty,140368,4285.714285714285,70.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,0,0,0,1,1,0,0,0
814,myrealty,140282,1214.2857142857142,70.0,2.0,3.0,9.0,1.0,0,0,0,0,1,1,0,1,44.46192295,40.14495725,0,0,1,0,1,0,0,0
815,myrealty,140275,1666.6666666666667,75.0,2.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52311939810804,40.18877081913275,0,0,0,1,1,0,0,0
816,myrealty,140269,3203.125,64.0,2.0,17.0,18.0,1.0,1,0,0,0,0,0,0,0,44.53131187614989,40.2057431020302,1,0,0,0,0,0,1,0
817,myrealty,140268,1493.8271604938273,81.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.48028805,40.20511795,0,0,0,1,0,0,1,0
818,myrealty,140267,1626.5060240963855,83.0,3.0,6.0,10.0,1.0,0,0,0,0,0,0,0,0,44.48028805,40.20511795,0,0,1,0,1,0,0,0
819,myrealty,140266,2521.7391304347825,69.0,3.0,11.0,14.0,1.0,1,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,1,0,0,0,0,0,1,0
820,myrealty,140265,1475.0,80.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.4684631,40.199323,0,0,0,1,0,0,1,0
821,myrealty,140264,2105.2631578947367,95.0,4.0,15.0,15.0,2.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,1,0,0
822,myrealty,140263,5625.0,80.0,3.0,7.0,7.0,1.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,0,1,0
823,myrealty,140256,3378.3783783783783,111.0,3.0,3.0,5.0,2.0,1,1,1,1,0,1,1,1,44.50523170804844,40.19493042144863,1,0,0,0,1,0,0,0
824,myrealty,140235,2375.0,64.0,2.0,5.0,5.0,1.0,0,0,0,1,0,1,0,0,44.51240035,40.1775186,0,0,0,1,0,0,1,0
825,myrealty,140233,1523.8095238095239,63.0,2.0,5.0,5.0,1.0,0,0,0,1,1,0,0,0,44.52026531166853,40.1995721688172,0,0,0,1,1,0,0,0
826,myrealty,140485,3142.8571428571427,105.0,3.0,9.0,15.0,2.0,1,0,0,1,0,1,1,1,44.49082633472604,40.19822318396341,1,0,0,0,0,0,1,0
827,myrealty,140335,1894.7368421052631,95.0,4.0,5.0,14.0,2.0,1,0,0,0,0,0,0,1,44.48439985,40.14520375,1,0,0,0,1,0,0,0
828,myrealty,140159,3846.153846153846,91.0,3.0,4.0,4.0,1.0,0,1,0,0,0,1,1,0,44.5215976,40.18607885,0,0,0,1,1,0,0,0
829,myrealty,140157,2500.0,72.0,4.0,10.0,10.0,1.0,0,1,0,1,0,1,1,1,44.505052000470215,40.183781674798254,0,0,1,0,0,0,1,0
830,myrealty,140754,4831.460674157303,89.0,4.0,4.0,5.0,2.0,0,1,0,1,0,1,1,0,44.51959732658925,40.20241187184684,0,0,0,1,0,0,1,0
831,myrealty,140111,3125.0,96.0,1.0,11.0,12.0,1.0,1,1,0,1,0,1,1,1,44.51488777979646,40.16624129129846,1,0,0,0,0,0,1,0
832,myrealty,140105,3235.294117647059,102.0,3.0,8.0,11.0,1.0,1,1,0,1,0,1,1,1,44.499472776670245,40.180107053322125,1,0,0,0,0,0,1,0
833,myrealty,140104,4782.608695652174,115.0,3.0,3.0,5.0,2.0,0,1,1,1,0,1,1,0,44.51642634119875,40.18161375666288,0,0,0,1,0,0,1,0
834,myrealty,140294,2033.8983050847457,59.0,2.0,3.0,5.0,1.0,0,1,0,0,0,1,1,0,44.49857435,40.20958515,0,0,0,1,0,0,1,0
835,myrealty,140293,2033.8983050847457,59.0,2.0,3.0,5.0,1.0,0,1,0,0,0,1,1,0,44.49857435,40.20958515,0,0,0,1,0,0,1,0
836,myrealty,140033,3979.591836734694,98.0,3.0,8.0,10.0,1.0,1,1,0,1,0,1,1,1,44.51181945133735,40.183313571671,1,0,0,0,0,0,1,0
837,myrealty,140015,2870.3703703703704,108.0,4.0,2.0,5.0,2.0,0,0,0,1,0,1,0,0,44.51642634119875,40.18161375666288,0,0,0,1,1,0,0,0
838,myrealty,140010,2403.5087719298244,57.0,2.0,2.0,14.0,1.0,1,1,0,1,0,1,1,0,44.49633619872418,40.22328636163789,1,0,0,0,0,0,1,0
839,myrealty,139992,1756.7567567567567,74.0,3.0,2.0,5.0,1.0,0,0,0,0,1,0,0,0,44.52170895,40.16713265,0,0,0,1,1,0,0,0
840,myrealty,139986,4101.6949152542375,59.0,2.0,4.0,5.0,1.0,0,1,1,1,0,1,1,0,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0
841,myrealty,139985,5991.379310344828,116.0,3.0,3.0,15.0,2.0,1,1,0,1,0,1,1,0,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
842,myrealty,139984,2419.3548387096776,248.0,6.0,16.0,16.0,3.0,1,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341,1,0,0,0,0,1,0,0
843,myrealty,139981,4411.764705882353,51.0,2.0,5.0,11.0,1.0,1,1,1,0,0,1,0,1,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0
844,myrealty,139976,2284.94623655914,93.0,4.0,8.0,16.0,1.0,1,0,0,0,0,0,0,0,44.5273774,40.17699785,1,0,0,0,0,1,0,0
845,myrealty,139972,2023.8095238095239,42.0,1.0,12.0,12.0,1.0,1,0,0,0,0,0,0,0,44.48028805,40.20511795,1,0,0,0,0,0,1,0
846,myrealty,139968,2025.6410256410256,39.0,1.0,7.0,14.0,1.0,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,1,0,0,0,0,1,0,0
847,myrealty,140016,2989.1304347826085,92.0,3.0,10.0,12.0,1.0,1,1,1,1,0,1,1,1,44.50987445736802,40.09818746034688,1,0,0,0,0,0,1,0
848,myrealty,139974,4509.803921568628,51.0,2.0,5.0,8.0,1.0,1,1,1,1,0,1,0,1,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0
849,myrealty,139849,2592.3076923076924,65.0,2.0,12.0,14.0,1.0,1,1,0,1,0,1,1,1,44.50409202665325,40.17429211194108,1,0,0,0,0,0,1,0
850,myrealty,139830,4823.529411764706,170.0,4.0,6.0,15.0,2.0,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
851,myrealty,139827,4622.641509433963,106.0,3.0,3.0,16.0,2.0,1,1,1,1,0,1,1,1,44.50439786901182,40.18091474247,1,0,0,0,0,0,1,0
852,myrealty,139805,2578.125,64.0,2.0,10.0,16.0,1.0,1,1,0,1,0,1,1,0,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0
853,myrealty,139908,2695.6521739130435,115.0,4.0,2.0,8.0,2.0,1,1,1,1,0,1,1,1,44.48439985,40.14520375,1,0,0,0,0,0,1,0
854,myrealty,139852,3529.4117647058824,85.0,3.0,10.0,11.0,1.0,0,1,0,1,0,1,0,1,44.51166722152143,40.182206184659805,0,0,1,0,0,0,1,0
855,myrealty,139781,3000.0,57.0,2.0,6.0,18.0,1.0,1,0,0,0,0,1,0,1,44.493826561382456,40.140887872078665,1,0,0,0,0,1,0,0
856,myrealty,139773,1553.1914893617022,94.0,4.0,6.0,7.0,1.0,0,1,0,0,0,1,1,1,44.50384769146143,40.19855807840442,0,0,0,1,0,0,1,0
857,myrealty,139769,2164.179104477612,67.0,3.0,3.0,9.0,1.0,0,0,0,0,0,1,0,1,44.50384769146143,40.19855807840442,0,0,0,1,0,0,1,0
858,myrealty,139767,1730.7692307692307,52.0,2.0,6.0,18.0,1.0,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,1,0,0,0,0,1,0,0
859,myrealty,139758,3879.310344827586,58.0,2.0,4.0,10.0,1.0,1,1,0,1,0,1,1,0,44.525275644939626,40.18489525304254,1,0,0,0,0,0,1,0
860,myrealty,139755,1629.6296296296296,54.0,2.0,3.0,10.0,1.0,0,0,0,0,0,1,1,1,44.4972968,40.20489739999999,0,0,1,0,0,1,0,0
861,myrealty,139740,6793.475,160.0,4.0,5.0,12.0,3.0,1,0,0,0,0,0,0,0,44.51467793334746,40.18220208362412,1,0,0,0,0,0,1,0
862,myrealty,139721,3444.4444444444443,45.0,2.0,4.0,4.0,1.0,0,1,0,1,0,1,1,0,44.50409202665325,40.17429211194108,1,0,0,0,0,0,1,0
863,myrealty,139947,2631.5789473684213,57.0,2.0,2.0,14.0,1.0,1,1,0,0,0,1,1,1,44.47869465,40.21427165,1,0,0,0,0,0,1,0
864,myrealty,139925,4857.142857142857,175.0,3.0,7.0,10.0,2.0,1,1,0,0,0,1,0,1,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0
865,myrealty,139661,4166.666666666667,60.0,2.0,7.0,12.0,1.0,1,1,0,1,0,1,1,0,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0
866,myrealty,139620,5616.438356164384,146.0,4.0,5.0,19.0,2.0,1,1,0,1,0,1,1,1,44.50449735,40.1832187,1,0,0,0,0,0,1,0
867,myrealty,139603,2259.6153846153848,104.0,4.0,6.0,18.0,2.0,1,1,0,0,0,1,0,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0
868,myrealty,139596,6333.333333333333,60.0,2.0,8.0,18.0,1.0,1,1,0,1,0,1,1,1,44.5074118246583,40.18475498588536,1,0,0,0,0,0,1,0
869,myrealty,139575,2736.318407960199,201.0,4.0,16.0,16.0,2.0,1,0,0,0,0,0,0,0,44.4972968,40.20489739999999,1,0,0,0,0,1,0,0
870,myrealty,139566,3066.6666666666665,75.0,3.0,14.0,16.0,1.0,1,1,0,1,0,1,1,0,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0
871,myrealty,139551,1583.3333333333333,180.0,4.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,44.50264037003831,40.20040397660547,0,0,0,1,0,0,1,0
872,myrealty,139545,5109.090909090909,55.0,1.0,4.0,7.0,1.0,1,1,0,1,0,1,1,0,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0
873,myrealty,139515,4081.6326530612246,98.0,3.0,3.0,15.0,2.0,1,1,0,1,0,1,1,1,44.49141207406966,40.19293930149094,1,0,0,0,0,0,1,0
874,myrealty,139405,3822.5806451612902,62.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,0,0,0,1,0,0,1,0
875,myrealty,139346,6000.0,71.0,3.0,5.0,14.0,1.0,1,1,0,1,0,1,1,1,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
876,myrealty,139464,3141.025641025641,156.0,4.0,4.0,5.0,2.0,1,1,1,1,0,1,1,1,44.50523170804844,40.19493042144863,1,0,0,0,0,0,1,0
877,myrealty,139342,2985.0746268656717,67.0,3.0,8.0,16.0,1.0,1,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,1,0,0,0,0,0,1,0
878,myrealty,139340,2818.181818181818,110.0,4.0,5.0,7.0,2.0,1,0,0,0,0,0,0,1,44.50164222859443,40.19625902492543,1,0,0,0,0,1,0,0
879,myrealty,139333,2738.095238095238,84.0,3.0,14.0,16.0,1.0,1,1,0,1,0,1,1,1,44.48269187331872,40.1815899567878,1,0,0,0,0,0,1,0
880,myrealty,139334,3932.5842696629215,89.0,4.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,0,0,0,1,1,0,0,0
881,myrealty,139306,2918.3673469387754,98.0,4.0,2.0,9.0,2.0,1,1,0,1,0,1,1,1,44.51903894845968,40.17136765837956,1,0,0,0,0,0,1,0
882,myrealty,139299,4798.850574712644,174.0,4.0,6.0,9.0,3.0,1,1,1,0,1,1,1,1,44.51181945133735,40.183313571671,1,0,0,0,0,0,1,0
883,myrealty,139269,1776.7857142857142,112.0,3.0,7.0,14.0,2.0,1,1,0,1,0,1,1,1,44.539173935967966,40.16188844717563,1,0,0,0,0,0,1,0
884,myrealty,139246,6030.927835051546,194.0,5.0,5.0,14.0,3.0,1,1,1,1,0,1,1,1,44.52381655212627,40.19066524195801,1,0,0,0,0,0,1,0
885,myrealty,139209,2395.8333333333335,96.0,3.0,7.0,9.0,1.0,1,1,0,0,0,1,1,1,44.50292388371961,40.192933034202376,1,0,0,0,0,0,1,0
886,myrealty,139193,2088.6075949367087,79.0,3.0,5.0,14.0,2.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,0,1,0
887,myrealty,139196,2977.5280898876404,89.0,3.0,3.0,5.0,1.0,0,1,0,1,0,1,1,0,44.5273774,40.17699785,0,0,0,1,0,0,1,0
888,myrealty,139284,4798.850574712644,174.0,4.0,6.0,9.0,3.0,1,1,1,0,1,0,1,1,44.51181945133735,40.183313571671,1,0,0,0,0,0,1,0
889,myrealty,139174,2130.4347826086955,46.0,2.0,9.0,18.0,1.0,1,0,0,0,0,1,0,1,44.4567380668362,40.166016462777485,1,0,0,0,1,0,0,0
890,myrealty,139131,2726.190476190476,84.0,3.0,14.0,14.0,2.0,1,1,0,0,0,1,0,1,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0
891,myrealty,139181,2395.8333333333335,96.0,3.0,7.0,9.0,1.0,1,1,0,0,0,1,1,1,44.50292388371961,40.192933034202376,1,0,0,0,0,0,1,0
892,myrealty,139463,1872.340425531915,47.0,2.0,4.0,5.0,1.0,0,1,0,0,0,0,1,0,44.52026531166853,40.1995721688172,0,0,0,1,1,0,0,0
893,myrealty,139104,1887.0967741935483,62.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,0,0,0,1,1,0,0,0
894,myrealty,139076,2085.1063829787236,47.0,2.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.52473536231635,40.20625843913501,0,0,0,1,0,0,1,0
895,myrealty,140372,2207.6923076923076,130.0,4.0,13.0,14.0,2.0,1,0,1,0,0,0,0,1,44.50777117033231,40.21015348895229,1,0,0,0,0,1,0,0
896,myrealty,140371,2207.6923076923076,130.0,4.0,13.0,14.0,2.0,1,0,1,0,0,0,0,1,44.50777117033231,40.21015348895229,1,0,0,0,0,1,0,0
897,myrealty,139066,2017.857142857143,56.0,2.0,15.0,15.0,1.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,1,0,0
898,myrealty,139066,2017.857142857143,56.0,2.0,15.0,15.0,1.0,1,0,0,0,0,0,0,0,44.48439985,40.14520375,1,0,0,0,0,1,0,0
899,myrealty,139064,1666.6666666666667,60.0,3.0,4.0,4.0,1.0,0,1,0,1,0,1,1,0,44.52473536231635,40.20625843913501,0,1,0,0,0,0,1,0
900,myrealty,139059,2177.4193548387098,62.0,3.0,4.0,10.0,1.0,0,1,0,1,0,1,1,1,44.52170895,40.16713265,0,0,1,0,0,0,1,0
901,myrealty,139109,5042.372881355932,118.0,3.0,8.0,12.0,2.0,1,1,0,0,0,1,0,0,44.51642634119875,40.18161375666288,1,0,0,0,0,0,1,0
902,myrealty,139115,2130.4347826086955,46.0,2.0,9.0,9.0,1.0,0,0,0,0,0,1,0,0,44.52170895,40.16713265,0,0,1,0,0,0,1,0
903,myrealty,138968,3490.566037735849,53.0,2.0,14.0,15.0,1.0,1,1,0,1,0,1,1,1,44.50409202665325,40.17429211194108,0,1,0,0,0,0,1,0
904,myrealty,139056,2736.318407960199,201.0,4.0,16.0,16.0,2.0,1,0,1,0,0,0,0,1,44.4972968,40.20489739999999,1,0,0,0,0,1,0,0
905,myrealty,138962,3301.8867924528304,106.0,3.0,15.0,16.0,2.0,1,1,1,1,0,1,1,1,44.52473536231635,40.20625843913501,1,0,0,0,0,0,1,0
906,myrealty,138949,3879.310344827586,58.0,2.0,4.0,10.0,1.0,1,1,0,0,0,1,0,0,44.525275644939626,40.18489525304254,1,0,0,0,0,0,1,0
907,myrealty,138939,2640.0,125.0,4.0,9.0,14.0,2.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,0,0,1,0,0,1,0,0
908,myrealty,138934,2250.0,80.0,3.0,4.0,16.0,1.0,1,1,0,1,0,1,1,0,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0
909,myrealty,138931,5194.805194805195,231.0,5.0,13.0,16.0,3.0,1,1,0,1,0,1,1,1,44.50439786901182,40.18091474247,1,0,0,0,0,0,1,0
910,myrealty,138897,3012.8205128205127,78.0,3.0,7.0,12.0,2.0,1,1,0,1,0,1,1,0,44.52733885,40.20019725,1,0,0,0,0,0,1,0
911,myrealty,138936,3482.1428571428573,112.0,3.0,2.0,6.0,2.0,1,1,1,1,0,1,1,1,44.51046206679187,40.1942701013597,1,0,0,0,0,0,1,0
912,myrealty,138874,6400.0,50.0,2.0,6.0,17.0,1.0,1,1,0,1,0,1,1,0,44.51959732658925,40.20241187184684,1,0,0,0,0,0,1,0
913,myrealty,138871,2962.962962962963,81.0,3.0,3.0,4.0,1.0,0,0,0,0,0,1,0,0,44.51181945133735,40.183313571671,0,0,0,1,1,0,0,0
914,myrealty,138864,2077.294685990338,207.0,4.0,15.0,15.0,1.0,1,1,1,1,0,1,0,1,44.539173935967966,40.16188844717563,1,0,0,0,0,0,1,0
915,myrealty,138833,5944.055944055944,143.0,3.0,5.0,15.0,2.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1,0,0,0,0,0,1,0
916,myrealty,138839,2515.151515151515,33.0,2.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.4979285663246,40.20385877909912,0,0,0,1,0,0,1,0
917,myrealty,138823,2278.481012658228,79.0,3.0,4.0,16.0,1.0,1,1,1,0,0,1,1,1,44.4567380668362,40.166016462777485,1,0,0,0,0,0,1,0
918,myrealty,138787,2125.0,80.0,2.0,4.0,11.0,1.0,1,1,0,1,0,1,1,1,44.5388218,40.222082400000005,1,0,0,0,0,0,1,0
919,myrealty,138773,2416.6666666666665,60.0,2.0,4.0,16.0,1.0,1,0,0,0,0,0,0,1,44.493826561382456,40.140887872078665,1,0,0,0,0,1,0,0
920,myrealty,138807,2962.962962962963,81.0,3.0,3.0,4.0,1.0,0,0,0,0,0,1,0,0,44.51181945133735,40.183313571671,0,0,0,1,1,0,0,0
921,myrealty,138808,3000.0,81.0,3.0,3.0,4.0,1.0,0,0,0,0,0,1,0,0,44.51181945133735,40.183313571671,0,0,0,1,1,0,0,0
922,myrealty,139052,2113.40206185567,97.0,3.0,10.0,18.0,2.0,1,0,1,0,0,0,0,1,44.53131187614989,40.2057431020302,1,0,0,0,0,1,0,0
923,myrealty,138742,2135.4166666666665,96.0,3.0,6.0,9.0,1.0,0,1,0,1,0,1,1,1,44.583870697678144,40.21673211791397,0,0,1,0,1,0,0,0
924,myrealty,138855,2918.3673469387754,98.0,4.0,2.0,9.0,2.0,1,1,0,1,0,1,1,1,44.51903894845968,40.17136765837956,1,0,0,0,0,0,1,0
925,myrealty,138738,4000.0,80.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,0,0,0,1,0,0,1,0
926,myrealty,138734,3225.8064516129034,93.0,3.0,5.0,5.0,1.0,0,1,0,1,1,1,1,0,44.5273774,40.17699785,0,0,0,1,0,0,1,0
927,myrealty,138733,2666.6666666666665,90.0,3.0,3.0,6.0,3.0,1,1,0,1,0,1,1,0,44.48842560030741,40.19502146089586,1,0,0,0,0,0,1,0
928,myrealty,138776,3825.0,120.0,3.0,8.0,16.0,2.0,1,1,1,1,0,1,1,1,44.499437857296144,40.19210576699806,1,0,0,0,0,0,1,0
929,myrealty,138697,1933.3333333333333,45.0,1.0,3.0,5.0,1.0,0,0,0,0,1,0,0,0,44.49844424700246,40.19994302020931,0,0,0,1,1,0,0,0
930,myrealty,138694,2137.5,40.0,1.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883,0,0,0,1,1,0,0,0
