,source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Elevator,F_Furniture,F_Heating System,F_Security,F_Internet,F_Balcony,F_Air Conditioner,latitude,longitude
197,myrealty,141339,370000,99,3,7,12,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.514048989347714,40.1861605885798
198,myrealty,141334,168000,80,3,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.50264037003831,40.20040397660547
199,myrealty,141324,222000,62,2,4,4,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.499437857296144,40.19210576699806
200,myrealty,141323,360000,88,3,4,5,Monolit,New/Excellent Condition,2,1,0,1,1,0,1,0,1,44.50523170804844,40.19493042144863
201,myrealty,141315,122000,78,2,5,6,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.55833520806485,40.200767144092175
202,myrealty,141314,130000,84,3,2,6,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.55833520806485,40.200767144092175
203,myrealty,141303,330000,106,3,5,5,Stone,New/Excellent Condition,2,0,0,0,1,0,1,0,1,44.51181945133735,40.183313571671
204,myrealty,141291,120000,75,3,1,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541
205,myrealty,141287,219000,90,3,10,12,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397
206,myrealty,141268,270000,98,4,3,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397
207,myrealty,141241,79500,33,2,5,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.497928566324596,40.203858779099114
208,myrealty,141192,90000,54,2,2,4,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341
209,myrealty,141190,92000,48,2,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.539173935967966,40.16188844717563
210,myrealty,141166,157000,79,3,2,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,1,1,44.52473536231635,40.20625843913501
211,myrealty,141164,180000,85,3,3,10,Other,Good Condition,1,0,1,0,0,0,0,0,0,44.49844424700246,40.19994302020931
212,myrealty,141131,90000,65,3,5,10,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931
213,myrealty,141127,125000,76,3,1,9,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.539173935967966,40.16188844717563
214,myrealty,141103,172000,72,3,2,10,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.4567380668362,40.166016462777485
215,myrealty,141101,150000,83,3,4,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.494571589824545,40.142743286128734
216,myrealty,141098,235000,90,4,2,9,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.50480034779916,40.196026606810655
217,myrealty,141082,300000,59,2,5,12,Monolit,New/Excellent Condition,1,1,1,1,0,1,1,0,1,44.51959732658925,40.20241187184684
218,myrealty,141120,195000,74,2,7,16,Monolit,New/Excellent Condition,1,1,1,1,1,1,1,0,1,44.49082633472604,40.19822318396341
219,myrealty,141056,245000,108,3,3,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.52011953345346,40.17752762983332
220,myrealty,141045,280000,102,4,5,5,Other,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.5273774,40.17699785
221,myrealty,141016,150000,99,3,5,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999
222,myrealty,141031,235000,90,4,2,9,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.50480034779916,40.196026606810655
223,myrealty,140980,249000,77,3,10,12,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.471820976476515,40.19329216792591
224,myrealty,140979,250000,104,3,12,15,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.50409202665325,40.17429211194108
225,myrealty,140978,367000,121,4,4,6,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863
226,myrealty,140977,155000,36,2,5,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.525275644939626,40.18489525304254
227,myrealty,140976,140000,71,3,5,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.49844424700246,40.19994302020931
228,myrealty,140975,160000,83,3,5,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
229,myrealty,140973,315000,109,3,5,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.520265311668524,40.1995721688172
230,myrealty,140938,620000,129,3,4,13,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684
231,myrealty,140937,190000,74,2,5,16,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341
232,myrealty,140922,355000,106,3,5,5,Stone,New/Excellent Condition,2,0,0,1,1,0,1,0,1,44.51181945133735,40.183313571671
233,myrealty,140923,985000,206,4,20,23,Monolit,New/Excellent Condition,3,1,1,1,1,1,1,0,1,44.519048808509375,40.177015330930764
234,myrealty,140918,190000,94,3,2,14,Monolit,New/Excellent Condition,1,1,0,0,1,0,0,0,0,44.5388218,40.222082400000005
235,myrealty,140920,162000,72,3,2,10,Monolit,New/Excellent Condition,1,1,1,0,1,0,1,0,1,44.4567380668362,40.166016462777485
236,myrealty,140857,350000,110,4,8,15,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.52706263472466,40.205140244623664
237,myrealty,140849,150000,36,2,2,14,Monolit,New/Excellent Condition,1,1,0,1,1,0,0,0,0,44.50409202665325,40.17429211194108
238,myrealty,140776,105000,81,3,1,9,Panel,Good Condition,1,0,1,1,1,0,1,1,0,44.49082633472604,40.19822318396341
239,myrealty,140740,400000,98,3,4,4,Stone,Good Condition,1,0,0,0,1,0,0,0,0,44.5180200101794,40.18203709652422
240,myrealty,140739,126000,68,3,7,8,Monolit,New/Excellent Condition,1,1,0,0,1,0,1,0,1,44.56357158180517,40.196105983456206
241,myrealty,140673,180000,75,3,2,16,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50409202665325,40.17429211194108
242,myrealty,140668,350000,142,3,5,7,Stone,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.51227294254827,40.19201414395731
243,myrealty,140646,169000,50,3,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.51344849450384,40.1767382062846
244,myrealty,140632,149000,66,2,8,15,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.53250355,40.141435900000005
245,myrealty,140621,260000,250,3,1,3,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863
246,myrealty,140620,250000,207,3,1,3,Monolit,New/Excellent Condition,2,1,0,0,1,0,0,0,0,44.50523170804844,40.19493042144863
247,myrealty,140616,155000,78,2,4,4,Stone,New/Excellent Condition,1,0,0,1,1,0,0,0,0,44.517821617617976,40.177431841441944
248,myrealty,140591,1050000,148,4,4,9,Monolit,New/Excellent Condition,4,1,1,1,1,0,1,0,1,44.51467793334746,40.18220208362412
249,myrealty,140587,467000,144,4,1,5,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863
250,myrealty,140584,595000,118,3,9,11,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288
251,myrealty,140822,400000,101,4,3,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.514048989347714,40.1861605885798
252,myrealty,140581,99000,72,3,1,10,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.465297969928955,40.20902734145039
253,myrealty,140580,350000,114,4,13,17,Other,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
254,myrealty,140579,115000,103,5,1,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.46234708546167,40.1906722427931
255,myrealty,140509,275000,55,2,4,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798
256,myrealty,140482,300000,104,3,2,7,Monolit,New/Excellent Condition,2,1,0,1,1,0,1,0,1,44.51069785918221,40.20185160091185
257,myrealty,140481,287000,130,4,13,14,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.50777117033231,40.21015348895229
258,myrealty,140480,287000,130,4,13,14,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.50777117033231,40.21015348895229
259,myrealty,140445,195000,130,4,10,16,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.520763913503885,40.21468380779327
260,myrealty,140431,200000,60,3,3,10,Monolit,New/Excellent Condition,1,1,1,0,1,1,1,0,1,44.50987445736802,40.09818746034688
261,myrealty,140416,78000,41,1,3,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.50384769146143,40.19855807840442
262,myrealty,140397,154000,81,3,13,15,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362
263,myrealty,140367,320000,130,4,5,10,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.48439985,40.14520375
264,myrealty,140363,240000,85,3,14,18,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.482691873318714,40.181589956787796
265,myrealty,140354,330000,105,3,9,16,Monolit,New/Excellent Condition,2,1,1,0,1,0,1,0,1,44.49082633472604,40.19822318396341
266,myrealty,140352,108000,69,1,1,5,Other,Good Condition,1,0,0,0,0,0,0,0,0,44.474392138424626,40.198846692958135
267,myrealty,140351,835200,174,4,7,10,Monolit,New/Excellent Condition,3,1,0,0,0,0,0,0,0,44.51181945133735,40.183313571671
268,myrealty,140345,245000,69,2,3,4,Stone,New/Excellent Condition,2,0,0,1,1,0,0,0,0,44.583870697678144,40.21673211791397
269,myrealty,140344,82000,68,3,15,16,Panel,Good Condition,1,0,0,0,1,0,1,0,0,44.468463099999994,40.199323
270,myrealty,140341,330000,105,3,9,15,Monolit,New/Excellent Condition,2,0,0,1,1,0,1,0,1,44.49082633472604,40.19822318396341
271,myrealty,140541,135000,68,2,1,9,Panel,Good Condition,1,0,0,1,1,0,0,1,0,44.5197902,40.1991886
272,myrealty,140428,300000,104,3,2,7,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,0,44.51069785918221,40.20185160091185
273,myrealty,140588,290000,86,3,6,9,Panel,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.51910716573998,40.18531221636969
274,myrealty,140466,132000,40,2,5,11,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.51166722152143,40.182206184659805
275,myrealty,140368,300000,70,3,1,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422
276,myrealty,140282,85000,70,2,3,9,Panel,Good Condition,1,0,1,0,1,0,0,1,0,44.46192295,40.144957250000004
277,myrealty,140275,125000,75,2,1,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.52311939810804,40.18877081913275
278,myrealty,140269,205000,64,2,17,18,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.53131187614989,40.2057431020302
279,myrealty,140268,121000,81,3,2,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.48028805,40.20511795
280,myrealty,140267,135000,83,3,6,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.48028805,40.20511795
281,myrealty,140266,174000,69,3,11,14,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846
282,myrealty,140265,118000,80,3,1,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.468463099999994,40.199323
283,myrealty,140264,200000,95,4,15,15,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.48439985,40.14520375
284,myrealty,140263,450000,80,3,7,7,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288
285,myrealty,140256,375000,111,3,3,5,Monolit,Good Condition,2,1,1,1,1,1,1,0,1,44.50523170804844,40.19493042144863
286,myrealty,140235,152000,64,2,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,1,44.51240035,40.1775186
287,myrealty,140233,96000,63,2,5,5,Stone,Good Condition,1,0,0,0,0,0,0,1,1,44.520265311668524,40.1995721688172
288,myrealty,140485,330000,105,3,9,15,Monolit,New/Excellent Condition,2,1,1,0,1,0,1,0,1,44.49082633472604,40.19822318396341
289,myrealty,140335,180000,95,4,5,14,Monolit,Good Condition,2,1,1,0,0,0,0,0,0,44.48439985,40.14520375
290,myrealty,140159,350000,91,3,4,4,Stone,Good Condition,1,0,0,1,1,0,1,0,0,44.5215976,40.18607885
291,myrealty,140157,180000,72,4,10,10,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.505052000470215,40.183781674798254
292,myrealty,140754,430000,89,4,4,5,Stone,New/Excellent Condition,2,0,0,1,1,0,1,0,1,44.51959732658925,40.20241187184684
293,myrealty,140111,300000,96,1,11,12,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.51488777979646,40.16624129129846
294,myrealty,140105,330000,102,3,8,11,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.499472776670245,40.180107053322125
295,myrealty,140104,550000,115,3,3,5,Stone,New/Excellent Condition,2,0,0,1,1,1,1,0,1,44.51642634119875,40.18161375666288
296,myrealty,140294,120000,59,2,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.49857435,40.209585149999995
297,myrealty,140293,120000,59,2,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.49857435,40.209585149999995
298,myrealty,140033,390000,98,3,8,10,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.51181945133735,40.183313571671
299,myrealty,140015,310000,108,4,2,5,Stone,Good Condition,2,0,0,0,1,0,0,0,1,44.51642634119875,40.18161375666288
300,myrealty,140010,137000,57,2,2,14,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.49633619872418,40.22328636163789
301,myrealty,139992,130000,74,3,2,5,Stone,Good Condition,1,0,0,0,0,0,0,1,0,44.521708950000004,40.16713265
302,myrealty,139986,242000,59,2,4,5,Stone,New/Excellent Condition,1,0,0,1,1,1,1,0,1,44.514048989347714,40.1861605885798
303,myrealty,139985,695000,116,3,3,15,Monolit,New/Excellent Condition,2,1,0,1,1,0,1,0,1,44.51959732658925,40.20241187184684
304,myrealty,139984,600000,248,6,16,16,Monolit,Needs Renovation/Repair,3,1,0,0,0,0,0,0,0,44.49082633472604,40.19822318396341
305,myrealty,139981,225000,51,2,5,11,Monolit,New/Excellent Condition,1,1,1,1,1,1,0,0,0,44.5074118246583,40.184754985885355
306,myrealty,139976,212500,93,4,8,16,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.5273774,40.17699785
307,myrealty,139972,85000,42,1,12,12,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.48028805,40.20511795
308,myrealty,139968,79000,39,1,7,14,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541
309,myrealty,140016,275000,92,3,10,12,Monolit,New/Excellent Condition,1,1,1,1,1,1,1,0,1,44.50987445736802,40.09818746034688
310,myrealty,139974,230000,51,2,5,8,Monolit,New/Excellent Condition,1,1,1,1,1,1,0,0,1,44.5074118246583,40.184754985885355
311,myrealty,139849,168500,65,2,12,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50409202665325,40.17429211194108
312,myrealty,139830,820000,170,4,6,15,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684
313,myrealty,139827,490000,106,3,3,16,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.50439786901182,40.18091474247
314,myrealty,139805,165000,64,2,10,16,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
315,myrealty,139908,310000,115,4,2,8,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.48439985,40.14520375
316,myrealty,139852,300000,85,3,10,11,Panel,New/Excellent Condition,1,0,1,1,1,0,0,0,1,44.51166722152143,40.182206184659805
317,myrealty,139781,171000,57,2,6,18,Monolit,Needs Renovation/Repair,1,1,1,0,1,0,0,0,0,44.493826561382456,40.140887872078665
318,myrealty,139773,146000,94,4,6,7,Stone,New/Excellent Condition,1,0,1,1,1,0,1,0,0,44.50384769146143,40.19855807840442
319,myrealty,139769,145000,67,3,3,9,Stone,New/Excellent Condition,1,0,1,0,1,0,0,0,0,44.50384769146143,40.19855807840442
320,myrealty,139767,90000,52,2,6,18,Monolit,Needs Renovation/Repair,1,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485
321,myrealty,139758,225000,58,2,4,10,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.525275644939626,40.18489525304254
322,myrealty,139755,88000,54,2,3,10,Panel,Needs Renovation/Repair,1,0,1,0,1,0,1,0,0,44.4972968,40.20489739999999
323,myrealty,139740,1086956,160,4,5,12,Monolit,New/Excellent Condition,3,1,0,0,0,0,0,0,0,44.51467793334746,40.18220208362412
324,myrealty,139721,155000,45,2,4,4,Monolit,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.50409202665325,40.17429211194108
325,myrealty,139947,150000,57,2,2,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.47869465,40.21427165
326,myrealty,139925,850000,175,3,7,10,Monolit,New/Excellent Condition,2,1,1,1,1,0,0,0,0,44.5074118246583,40.184754985885355
327,myrealty,139661,250000,60,2,7,12,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.482691873318714,40.181589956787796
328,myrealty,139620,820000,146,4,5,19,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.50449735,40.1832187
329,myrealty,139603,235000,104,4,6,18,Monolit,New/Excellent Condition,2,1,0,1,1,0,0,0,0,44.48439985,40.14520375
330,myrealty,139596,380000,60,2,8,18,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.5074118246583,40.184754985885355
331,myrealty,139575,550000,201,4,16,16,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.4972968,40.20489739999999
332,myrealty,139566,230000,75,3,14,16,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.482691873318714,40.181589956787796
333,myrealty,139551,285000,180,4,3,3,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.50264037003831,40.20040397660547
334,myrealty,139545,281000,55,1,4,7,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.52381655212627,40.19066524195801
335,myrealty,139515,400000,98,3,3,15,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.49141207406966,40.19293930149094
336,myrealty,139405,237000,62,2,4,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798
337,myrealty,139346,426000,71,3,5,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.51959732658925,40.20241187184684
338,myrealty,139464,490000,156,4,4,5,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.50523170804844,40.19493042144863
339,myrealty,139342,200000,67,3,8,16,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883
340,myrealty,139340,310000,110,4,5,7,Monolit,Needs Renovation/Repair,2,1,1,0,0,0,0,0,0,44.50164222859443,40.19625902492543
341,myrealty,139333,230000,84,3,14,16,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.482691873318714,40.181589956787796
342,myrealty,139334,350000,89,4,4,4,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764
343,myrealty,139306,286000,98,4,2,9,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.519038948459674,40.17136765837956
344,myrealty,139299,835000,174,4,6,9,Monolit,New/Excellent Condition,3,1,1,1,1,1,1,1,0,44.51181945133735,40.183313571671
345,myrealty,139269,199000,112,3,7,14,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.539173935967966,40.16188844717563
346,myrealty,139246,1170000,194,5,5,14,Monolit,New/Excellent Condition,3,1,1,1,1,1,1,0,1,44.52381655212627,40.19066524195801
347,myrealty,139209,230000,96,3,7,9,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.50292388371961,40.192933034202376
348,myrealty,139193,165000,79,3,5,14,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.48439985,40.14520375
349,myrealty,139196,265000,89,3,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.5273774,40.17699785
350,myrealty,139284,835000,174,4,6,9,Monolit,New/Excellent Condition,3,1,1,1,0,1,1,1,0,44.51181945133735,40.183313571671
351,myrealty,139174,98000,46,2,9,18,Monolit,Good Condition,1,1,1,0,1,0,0,0,0,44.4567380668362,40.166016462777485
352,myrealty,139131,229000,84,3,14,14,Monolit,New/Excellent Condition,2,1,1,1,1,0,0,0,0,44.52473536231635,40.20625843913501
353,myrealty,139181,230000,96,3,7,9,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.50292388371961,40.192933034202376
354,myrealty,139463,88000,47,2,4,5,Stone,Good Condition,1,0,0,1,0,0,1,0,0,44.520265311668524,40.1995721688172
355,myrealty,139104,117000,62,2,2,5,Stone,Good Condition,1,0,0,0,0,0,1,0,0,44.51344849450384,40.1767382062846
356,myrealty,139076,98000,47,2,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.52473536231635,40.20625843913501
357,myrealty,140372,287000,130,4,13,14,Monolit,Needs Renovation/Repair,2,1,1,0,0,1,0,0,0,44.50777117033231,40.21015348895229
358,myrealty,140371,287000,130,4,13,14,Monolit,Needs Renovation/Repair,2,1,1,0,0,1,0,0,0,44.50777117033231,40.21015348895229
359,myrealty,139066,113000,56,2,15,15,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.48439985,40.14520375
360,myrealty,139066,113000,56,2,15,15,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.48439985,40.14520375
361,myrealty,139064,100000,60,3,4,4,Other,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
362,myrealty,139059,135000,62,3,4,10,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.521708950000004,40.16713265
363,myrealty,139109,595000,118,3,8,12,Monolit,New/Excellent Condition,2,1,0,1,1,0,0,0,0,44.51642634119875,40.18161375666288
364,myrealty,139115,98000,46,2,9,9,Panel,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.521708950000004,40.16713265
365,myrealty,138968,185000,53,2,14,15,Other,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50409202665325,40.17429211194108
366,myrealty,139056,550000,201,4,16,16,Monolit,Needs Renovation/Repair,2,1,1,0,0,1,0,0,0,44.4972968,40.20489739999999
367,myrealty,138962,350000,106,3,15,16,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.52473536231635,40.20625843913501
368,myrealty,138949,225000,58,2,4,10,Monolit,New/Excellent Condition,1,1,0,1,1,0,0,0,0,44.525275644939626,40.18489525304254
369,myrealty,138939,330000,125,4,9,14,Panel,Needs Renovation/Repair,2,0,0,0,0,0,0,0,0,44.50449735,40.1832187
370,myrealty,138934,180000,80,3,4,16,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.4567380668362,40.166016462777485
371,myrealty,138931,1200000,231,5,13,16,Monolit,New/Excellent Condition,3,1,1,1,1,0,1,0,1,44.50439786901182,40.18091474247
372,myrealty,138897,235000,78,3,7,12,Monolit,New/Excellent Condition,2,1,0,1,1,0,1,0,1,44.52733885,40.20019725
373,myrealty,138936,390000,112,3,2,6,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.51046206679187,40.1942701013597
374,myrealty,138874,320000,50,2,6,17,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.51959732658925,40.20241187184684
375,myrealty,138871,240000,81,3,3,4,Stone,Good Condition,1,0,0,0,1,0,0,0,0,44.51181945133735,40.183313571671
376,myrealty,138864,430000,207,4,15,15,Monolit,New/Excellent Condition,1,1,1,1,1,1,0,0,1,44.539173935967966,40.16188844717563
377,myrealty,138833,850000,143,3,5,15,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017
378,myrealty,138839,83000,33,2,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.497928566324596,40.203858779099114
379,myrealty,138823,180000,79,3,4,16,Monolit,New/Excellent Condition,1,1,1,1,1,1,1,0,0,44.4567380668362,40.166016462777485
380,myrealty,138787,170000,80,2,4,11,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.5388218,40.222082400000005
381,myrealty,138773,145000,60,2,4,16,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.493826561382456,40.140887872078665
382,myrealty,138807,240000,81,3,3,4,Stone,Good Condition,1,0,0,0,1,0,0,0,0,44.51181945133735,40.183313571671
383,myrealty,138808,243000,81,3,3,4,Stone,Good Condition,1,0,0,0,1,0,0,0,0,44.51181945133735,40.183313571671
384,myrealty,139052,205000,97,3,10,18,Monolit,Needs Renovation/Repair,2,1,1,0,0,1,0,0,0,44.53131187614989,40.2057431020302
385,myrealty,138742,205000,96,3,6,9,Panel,Good Condition,1,0,1,1,1,0,1,0,1,44.583870697678144,40.21673211791397
386,myrealty,138855,286000,98,4,2,9,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.519038948459674,40.17136765837956
387,myrealty,138738,320000,80,3,2,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671
388,myrealty,138734,300000,93,3,5,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,1,1,44.5273774,40.17699785
389,myrealty,138733,240000,90,3,3,6,Monolit,New/Excellent Condition,3,1,0,1,1,0,1,0,1,44.48842560030741,40.19502146089586
390,myrealty,138776,459000,120,3,8,16,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.499437857296144,40.19210576699806
391,myrealty,138697,87000,45,1,3,5,Stone,Good Condition,1,0,0,0,0,0,0,1,0,44.49844424700246,40.19994302020931
392,myrealty,138694,85500,40,1,2,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.499155086504345,40.19562050194883
393,myrealty,138692,390000,110,3,2,6,Monolit,New/Excellent Condition,2,1,1,0,1,1,0,0,0,44.51046206679187,40.1942701013597
394,myrealty,138690,280000,85,3,9,15,Panel,New/Excellent Condition,1,0,1,1,1,0,0,0,0,44.505052000470215,40.183781674798254
395,myrealty,138840,97000,47,2,5,5,Stone,New/Excellent Condition,1,0,0,1,1,0,0,0,0,44.497928566324596,40.203858779099114
396,myrealty,138841,97000,47,2,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.497928566324596,40.203858779099114
397,myrealty,138647,230000,112,3,4,13,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.52473536231635,40.20625843913501
398,myrealty,138644,210000,60,2,5,10,Panel,New/Excellent Condition,2,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422
399,myrealty,138643,180000,97,4,2,5,Stone,New/Excellent Condition,2,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543
