,source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude
14,bars,1-2-991,290000,55.0,2.0,1.0,5.0,Other,Good Condition,1.0,0,1,0,1,1,1,0,0,44.505052000470215,40.183781674798254
15,bars,4-2-201,135000,55.3,2.0,11.0,13.0,Other,Good Condition,1.0,0,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
16,bars,1-B-97,450000,84.6,2.0,4.0,16.0,Other,Good Condition,1.0,0,1,1,0,0,1,0,1,44.55827345658594,40.199176396159615
17,bars,4-3-1432,205000,64.0,3.0,8.0,14.0,Other,Good Condition,1.0,0,1,1,1,1,1,0,1,44.52473536231635,40.20625843913501
18,bars,1-B-128,950000,174.0,4.0,5.0,15.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.55827345658594,40.199176396159615
19,bars,4-3-1412,220000,90.0,3.0,2.0,5.0,Other,Good Condition,1.0,0,1,0,1,1,1,0,0,44.48842560030741,40.19502146089586
20,bars,1-2-990,250000,50.0,2.0,2.0,5.0,Other,Good Condition,1.0,0,1,0,1,1,1,0,0,44.5215976,40.18607885
21,bars,4-3-1181,160000,91.0,4.0,3.0,5.0,Other,Good Condition,1.0,0,0,0,0,1,0,0,0,44.52473536231635,40.20625843913501
22,bars,1-3-1912,120000,85.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.45609932611657,40.15477242139723
23,bars,1-3-2133,606000,220.0,5.0,5.0,6.0,Other,Good Condition,3.0,0,1,0,1,1,1,0,1,44.5776738850503,40.217118108862934
24,bars,6-NM3-6,400000,100.0,3.0,1.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.47934247499251,40.150660083827475
25,bars,1-3-2132,190000,84.0,3.0,1.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785
26,bars,1-N-430,700000,145.0,5.0,8.0,11.0,Other,Good Condition,3.0,0,1,0,1,0,1,0,1,44.51166722152143,40.182206184659805
27,bars,6-ACH3-126,85000,56.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,1,0,0,44.476933542701154,40.20438901998362
28,bars,4-3-1429,360000,305.0,4.0,5.0,14.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,1,44.499437857296144,40.19210576699806
29,bars,4-3-1427,115000,83.0,3.0,7.0,14.0,Panel,Other,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543
30,bars,4-2-203,95000,37.0,2.0,2.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51872985,40.204131149999995
31,bars,6-NM2-5,108000,55.18,2.0,4.0,5.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,1,0,0,0,44.47934247499251,40.150660083827475
32,bars,6-D3-208,124000,105.0,3.0,2.0,14.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,1,44.4701813882256,40.21611126911036
34,bars,6-D3-207,163000,72.0,3.0,2.0,11.0,Other,Good Condition,1.0,0,0,0,0,1,1,0,1,44.4567380668362,40.166016462777485
35,bars,4-3-111,775000,342.0,8.0,8.0,9.0,Other,Good Condition,4.0,0,0,1,1,1,1,0,1,44.50384769146143,40.19855807840442
36,bars,4-3-93,235000,220.0,7.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,1,0,1,0,0,44.48842560030741,40.19502146089586
37,bars,4-3-23,200000,110.0,4.0,3.0,5.0,Other,Good Condition,2.0,0,1,0,1,0,1,0,0,44.52473536231635,40.20625843913501
38,bars,4-2-151,125000,80.0,2.0,14.0,16.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.49978402004816,40.19794363418706
39,bars,4-1-27,90000,46.5,1.0,2.0,7.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.57251521346963,40.21266289465016
40,bars,4-3-1426,180000,113.0,4.0,3.0,5.0,Stone,Good Condition,2.0,0,0,0,1,1,1,0,0,44.4972968,40.20489739999999
41,bars,4-3-1428,156000,84.0,3.0,8.0,14.0,Panel,Other,1.0,0,0,0,1,0,0,0,1,44.491346750379165,40.19366433254226
42,bars,1-N-428,360000,121.0,4.0,11.0,13.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.499472776670245,40.180107053322125
43,bars,4-3-1396,192000,67.0,3.0,7.0,14.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,1,44.499155086504345,40.19562050194883
44,bars,1-3-2131,330000,108.0,4.0,2.0,5.0,Stone,Needs Renovation/Repair,2.0,0,0,0,1,1,1,0,0,44.51642634119875,40.18161375666288
45,bars,1-3-1838,750000,265.0,5.0,4.0,5.0,Other,Good Condition,3.0,0,0,0,1,1,1,0,0,44.5215976,40.18607885
46,bars,4-2-205,105000,59.0,2.0,1.0,14.0,Panel,Good Condition,1.0,0,1,0,0,0,1,0,1,44.48897174994312,40.20145330939894
47,bars,4-3-1424,285000,81.0,3.0,6.0,10.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,1,44.497928566324596,40.203858779099114
48,bars,4-3-1423,410000,165.0,5.0,8.0,8.0,Other,Needs Renovation/Repair,4.0,1,0,0,0,1,0,0,1,44.52141545745753,40.160291821818525
49,bars,4-3-1421,193000,97.0,3.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,1,44.52141545745753,40.160291821818525
50,bars,4-3-1420,201000,81.0,3.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.52141545745753,40.160291821818525
51,bars,4-2-157,290000,110.0,4.0,5.0,7.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.50164222859443,40.19625902492543
52,bars,4-2-204,110000,75.0,2.0,3.0,9.0,Stone,Other,1.0,0,0,0,1,1,1,0,1,44.4972968,40.20489739999999
53,bars,6-Sh2-50,105000,44.0,2.0,10.0,12.0,Monolit,Good Condition,1.0,0,1,0,0,0,1,0,1,44.47162875,40.14904435
54,bars,1-DH-10,661600,206.75,4.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
55,bars,1-DH-11,533920,166.85,4.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
56,bars,1-DH-12,591850,169.1,4.0,6.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
57,bars,1-DH-21,528300,176.1,4.0,3.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
58,bars,1-DH-20,555520,179.2,5.0,3.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
59,bars,1-DH-25,558360,169.2,4.0,5.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
60,bars,1-DH-8,688380,208.5,4.0,5.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
61,bars,1-DH-27,519050,148.3,4.0,6.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
62,bars,1-DH-15,2300000,710.25,7.0,8.0,8.0,Other,Needs Renovation/Repair,5.0,1,0,1,0,1,1,0,1,44.50523170804844,40.19493042144863
63,bars,1-DH-22,667680,208.65,5.0,4.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,0,1,0,1,44.50523170804844,40.19493042144863
64,bars,1-N-43,450000,157.0,4.0,6.0,6.0,Other,Good Condition,2.0,0,0,1,0,0,1,0,1,44.5247969,40.17890785
65,bars,4-3-1382,315000,131.0,4.0,5.0,7.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,1,0,1,44.52141545745753,40.160291821818525
66,bars,4-3-1419,270000,90.0,3.0,4.0,9.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,1,44.50164222859443,40.19625902492543
67,bars,1-3-2627,359000,98.0,4.0,2.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,1,0,0,44.51548071604492,40.190139066908706
68,bars,4-3-1418,255000,110.0,3.0,2.0,5.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.50603348930943,40.19194689069822
69,bars,1-3-2003,420000,180.0,4.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,1,1,0,0,0,44.5215976,40.18607885
70,bars,6-Ach3-124,115000,76.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.468463099999994,40.199323
71,bars,1-3-2097,270000,92.0,3.0,6.0,8.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.505052000470215,40.183781674798254
72,bars,1-A-122,695000,155.0,4.0,4.0,6.0,Other,Good Condition,3.0,0,1,0,0,1,1,0,1,44.50523170804844,40.19493042144863
73,bars,4-3-1416,178000,100.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,1,1,1,0,0,44.509269992836,40.20967865714541
74,bars,1-N-415,585000,140.0,4.0,5.0,16.0,Other,Needs Renovation/Repair,3.0,1,0,0,0,0,0,0,1,44.50439786901182,40.18091474247
75,bars,1-3-2084,360000,86.0,3.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,1,1,1,0,0,44.52381655212627,40.19066524195801
76,bars,4-3-1415,145000,70.0,3.0,3.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.51872985,40.204131149999995
77,bars,1-3-2114,220000,71.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50439786901182,40.18091474247
78,bars,53896,75000,78.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,1,0,1,1,0,0,44.5273774,40.17699785
79,bars,1-1-441,150000,42.0,1.0,5.0,8.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,1,44.5215976,40.18607885
80,bars,4-3-1435,260000,130.0,4.0,9.0,9.0,Other,Good Condition,1.0,0,1,1,1,1,1,0,1,44.49978402004816,40.19794363418706
81,bars,4-1-4,150000,50.0,1.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50603348930943,40.19194689069822
82,bars,5-2-325,220000,76.0,2.0,14.0,15.0,Other,Good Condition,1.0,0,1,0,1,1,1,0,1,44.49141207406966,40.19293930149094
83,bars,4-3-1414,153000,78.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,1,0,0,1,0,0,0,44.499155086504345,40.19562050194883
84,bars,1-3-2124,430000,200.0,5.0,3.0,8.0,Other,Good Condition,3.0,0,0,0,1,0,1,0,1,44.4201581,40.18735935
85,bars,4-3-1411,160000,82.0,3.0,1.0,3.0,Other,Good Condition,1.0,0,1,0,1,0,0,1,0,44.527093186775616,40.209566023035784
86,bars,2-1-48,145000,37.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51344849450384,40.1767382062846
87,bars,4-3-1162,275000,97.0,3.0,15.0,16.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,1,44.48842560030741,40.19502146089586
88,bars,1-N-426,450000,100.0,3.0,9.0,13.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,0,44.514048989347714,40.1861605885798
89,bars,6-D3-206,155000,75.0,3.0,1.0,9.0,Panel,Good Condition,1.0,0,1,0,1,0,1,0,1,44.4701813882256,40.21611126911036
90,bars,4-3-1435,260000,130.0,4.0,9.0,9.0,Other,Good Condition,1.0,0,1,1,1,1,1,0,1,44.49978402004816,40.19794363418706
91,bars,4-1-4,150000,50.0,1.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50603348930943,40.19194689069822
92,bars,5-2-325,220000,76.0,2.0,14.0,15.0,Other,Good Condition,1.0,0,1,0,1,1,1,0,1,44.49141207406966,40.19293930149094
93,bars,4-3-1414,153000,78.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,1,0,0,1,0,0,0,44.499155086504345,40.19562050194883
94,bars,1-3-2124,430000,200.0,5.0,3.0,8.0,Other,Good Condition,3.0,0,0,0,1,0,1,0,1,44.4201581,40.18735935
95,bars,4-3-1411,160000,82.0,3.0,1.0,3.0,Other,Good Condition,1.0,0,1,0,1,0,0,1,0,44.527093186775616,40.209566023035784
96,bars,2-1-48,145000,37.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51344849450384,40.1767382062846
97,bars,4-3-1162,275000,97.0,3.0,15.0,16.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,1,44.48842560030741,40.19502146089586
98,bars,1-N-426,450000,100.0,3.0,9.0,13.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,0,44.514048989347714,40.1861605885798
99,bars,6-D3-206,155000,75.0,3.0,1.0,9.0,Panel,Good Condition,1.0,0,1,0,1,0,1,0,1,44.4701813882256,40.21611126911036
100,bars,6-Sh2-48,130000,62.0,2.0,2.0,14.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,0,44.50671851403171,40.150346813084205
101,bars,4-3-1407,140000,85.0,3.0,2.0,12.0,Panel,Needs Renovation/Repair,2.0,0,1,0,0,0,1,0,1,44.52733885,40.20019725
102,bars,4-3-1406,300000,156.0,5.0,4.0,5.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,0,44.48842560030741,40.19502146089586
103,bars,4-3-1408,173000,80.0,3.0,2.0,5.0,Stone,Good Condition,1.0,0,1,0,1,1,1,0,0,44.499155086504345,40.19562050194883
104,bars,4-3-1409,125000,76.0,3.0,3.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,1,0,0,44.57251521346963,40.21266289465016
105,bars,4-3-1410,160000,74.0,3.0,2.0,5.0,Stone,Good Condition,1.0,0,1,0,0,1,1,0,0,44.4972968,40.20489739999999
106,bars,1-1-417,150000,35.5,1.0,5.0,5.0,Other,Good Condition,1.0,0,0,0,1,0,1,0,0,44.525275644939626,40.18489525304254
107,bars,1-3-1293,465000,141.23,3.0,2.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,1,1,0,0,44.5180200101794,40.18203709652422
108,bars,4-2-195,111000,65.0,2.0,2.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.49857435,40.209585149999995
109,bars,1-N-409,560000,110.0,3.0,15.0,18.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,0,44.51166722152143,40.182206184659805
110,bars,4-3-1344,700000,240.0,4.0,5.0,13.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.499437857296144,40.19210576699806
111,bars,1-2-912,175000,61.4,2.0,3.0,7.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,1,44.505052000470215,40.183781674798254
112,bars,1-3-2120,300000,125.1,4.0,9.0,13.0,Panel,Other,1.0,0,0,0,0,1,0,0,1,44.50449735,40.1832187
113,bars,6-Ach2-121,118000,59.0,2.0,4.0,6.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,1,44.46234708546167,40.1906722427931
114,bars,4-3-1399,118000,65.0,3.0,4.0,9.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,1,0,0,0,44.55827345658594,40.199176396159615
115,bars,1-3-2119,390000,107.0,3.0,3.0,5.0,Other,Good Condition,1.0,0,1,0,1,0,1,0,0,44.517821617617976,40.177431841441944
116,bars,1-2-985,165000,78.8,2.0,16.0,16.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254
117,bars,4-3-1400,500000,120.0,3.0,8.0,17.0,Other,Good Condition,2.0,0,1,1,0,1,1,0,1,44.50603348930943,40.19194689069822
118,bars,1-3-1762,135000,75.0,3.0,5.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397
119,bars,1-B-75,1000000,125.0,3.0,6.0,9.0,Other,Good Condition,2.0,0,1,1,0,1,1,0,1,44.55827345658594,40.199176396159615
120,bars,1-3-2117,400000,120.0,3.0,2.0,4.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,0,44.512115310889925,40.18645225816211
121,bars,1-3-1730,700000,187.0,4.0,2.0,4.0,Other,Good Condition,2.0,0,1,0,1,1,1,0,0,44.50603348930943,40.19194689069822
122,bars,6-О-117,105000,102.0,4.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,1,0,0,44.47143471084086,40.20656139447395
123,bars,1-B-118,1100000,190.0,4.0,14.0,17.0,Other,Good Condition,2.0,0,0,1,1,1,1,0,1,44.51863665459219,40.17606564344017
124,bars,6-Z3-260,230000,83.0,3.0,6.0,12.0,Panel,Good Condition,1.0,0,1,0,1,1,1,0,1,44.54016340378585,40.204839367697545
125,bars,1-3-2116,240000,80.0,3.0,3.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671
126,bars,4-3-1398,175000,80.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,1,0,1,0,1,0,0,44.52065838607332,40.21056281413444
127,bars,1-3-2115,270000,80.0,3.0,3.0,4.0,Other,Good Condition,1.0,0,1,0,1,0,1,0,0,44.499472776670245,40.180107053322125
128,bars,4-3-1397,161000,78.0,3.0,4.0,6.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,0,44.50603348930943,40.19194689069822
129,bars,1-3-2112,187000,105.0,4.0,4.0,16.0,Panel,Good Condition,1.0,0,0,0,0,0,0,0,1,44.4201581,40.18735935
130,bars,1-3-2113,480000,176.0,5.0,2.0,5.0,Other,Good Condition,3.0,0,0,0,1,0,1,0,0,44.52011953345346,40.17752762983332
131,bars,1-3-2111,135000,80.0,3.0,6.0,9.0,Panel,Good Condition,1.0,0,0,0,0,0,1,0,1,44.50603348930943,40.19194689069822
132,bars,4-3-1395,154000,61.0,3.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,1,0,0,0,0,44.499437857296144,40.19210576699806
133,bars,1-2-988,239000,40.0,2.0,2.0,22.0,Other,Good Condition,1.0,0,1,0,1,0,0,0,1,44.51166722152143,40.182206184659805
134,bars,4-3-13944,495000,335.0,5.0,9.0,9.0,Other,Good Condition,3.0,0,0,0,0,1,1,0,1,44.55827345658594,40.199176396159615
135,bars,1-S-70,830000,160.0,4.0,7.0,9.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.434781436092,40.141653987919995
136,bars,1-S-62,800000,142.0,3.0,2.0,8.0,Other,Good Condition,2.0,0,0,1,1,1,1,0,1,44.434781436092,40.141653987919995
137,bars,1-3-1531,670000,90.0,3.0,4.0,4.0,Other,Good Condition,1.0,0,1,0,0,1,1,0,0,44.5215976,40.18607885
138,bars,1-3-205,430000,161.0,5.0,4.0,5.0,Other,Good Condition,2.0,0,1,0,1,1,0,0,0,44.51808492499669,40.187096641397815
139,bars,4-3-1285,150000,77.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.509269992836,40.20967865714541
140,bars,4-3-1367,415000,124.0,3.0,6.0,14.0,Other,Good Condition,2.0,0,1,1,1,1,1,0,1,44.499437857296144,40.19210576699806
141,bars,1-2-736,160000,78.0,2.0,1.0,6.0,Other,Good Condition,1.0,0,1,0,0,0,1,0,1,44.5273774,40.17699785
142,bars,4-3-1385,120000,78.3,3.0,1.0,9.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.520265311668524,40.1995721688172
143,bars,1-N-311,320000,70.0,3.0,12.0,14.0,Other,Good Condition,1.0,0,1,1,1,1,1,0,1,44.514048989347714,40.1861605885798
144,bars,1-3-1515,550000,209.0,5.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,0,0,0,0,0,44.517821617617976,40.177431841441944
145,bars,1-3-2109,320000,90.0,3.0,2.0,5.0,Stone,Other,1.0,0,1,0,1,0,0,0,0,44.514048989347714,40.1861605885798
146,bars,1-3-859,266000,90.0,3.0,8.0,10.0,Panel,Other,1.0,0,1,0,1,1,1,0,1,44.505052000470215,40.183781674798254
147,bars,1-3-2070,500000,241.0,7.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,1,44.512115310889925,40.18645225816211
148,bars,1-3-1613,450000,157.0,4.0,3.0,4.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51181945133735,40.183313571671
149,bars,1-3-323,400000,300.0,6.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,0,44.519048808509375,40.177015330930764
150,bars,1-3-346,450000,90.0,3.0,4.0,5.0,Other,Good Condition,1.0,0,0,0,1,1,0,0,0,44.514048989347714,40.1861605885798
151,bars,1-3-883,357000,115.2,4.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,0,0,0,44.514048989347714,40.1861605885798
152,bars,1-3-985,270000,120.0,4.0,5.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.5180200101794,40.18203709652422
153,bars,1-S-72,1500000,170.0,3.0,10.0,5.0,Other,Other,3.0,0,1,1,1,1,1,1,1,44.434781436092,40.141653987919995
154,bars,1-3-2060,300000,95.0,4.0,3.0,10.0,Panel,Good Condition,1.0,0,1,0,0,1,1,0,1,44.51181945133735,40.183313571671
155,bars,4-3-1332,260000,152.5,4.0,5.0,11.0,Panel,Good Condition,2.0,0,0,0,0,0,1,0,1,44.52473536231635,40.20625843913501
156,bars,1-2-971,265000,56.0,2.0,4.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,0,0,44.51863665459219,40.17606564344017
157,bars,1-S-73,2400000,200.0,4.0,9.0,4.0,Other,Other,2.0,0,1,1,1,1,1,1,1,44.434781436092,40.141653987919995
158,bars,1-S-71,1300000,208.0,4.0,9.0,7.0,Other,Other,2.0,0,0,1,1,1,1,0,1,44.434781436092,40.141653987919995
160,bars,1-N-162,900000,200.0,4.0,5.0,10.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.5074118246583,40.184754985885355
162,bars,1-3-1981,565000,140.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,1,1,1,0,0,44.52381655212627,40.19066524195801
163,bars,4-3-1393,375000,138.0,4.0,7.0,8.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,1,44.49295122036639,40.195119294914306
164,bars,1-3-2108,697000,110.0,4.0,3.0,6.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,0,44.5215976,40.18607885
165,bars,1-N-278,630000,225.0,4.0,6.0,15.0,Other,Needs Renovation/Repair,4.0,1,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288
166,bars,1-3-2107,350000,129.6,4.0,3.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,1,1,1,0,0,44.5273774,40.17699785
167,bars,1-3-2018,265000,90.0,3.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,0,1,0,0,44.50603348930943,40.19194689069822
168,bars,1-3-2028,175000,96.0,3.0,1.0,15.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,1,44.5055185,40.185361400000005
169,bars,1-2-982,260000,80.0,2.0,3.0,4.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.583870697678144,40.21673211791397
170,bars,2-1-44,70000,45.0,1.0,3.0,4.0,Stone,Good Condition,1.0,0,1,0,1,0,1,0,0,44.49588581289186,40.178518198636546
171,bars,6-Mal-48,230000,100.0,3.0,8.0,16.0,Other,Good Condition,2.0,0,0,0,0,1,0,0,1,44.5902935,40.18955105
172,bars,6-Av3-154,175000,108.0,3.0,12.0,16.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.5388218,40.222082400000005
173,bars,1-3-2095,290000,70.0,3.0,2.0,6.0,Other,Good Condition,1.0,0,0,0,1,0,1,0,0,44.5180200101794,40.18203709652422
174,bars,6-Ach-119,180000,100.2,4.0,7.0,18.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,1,44.46234708546167,40.1906722427931
175,bars,6-D4-101,270000,104.0,4.0,2.0,15.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.4567380668362,40.166016462777485
176,bars,4-2-198,123000,68.0,2.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,1,0,0,0,44.50264037003831,40.20040397660547
177,bars,1-3-2104,200000,90.0,4.0,1.0,3.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,0,44.47752986786994,40.21777640245817
178,bars,4-3-1265,345000,153.0,3.0,6.0,6.0,Other,Good Condition,2.0,0,0,0,0,1,1,0,1,44.49978402004816,40.19794363418706
179,bars,1-3-1665,1750000,250.0,4.0,5.0,5.0,Other,Good Condition,2.0,0,0,0,1,1,1,0,0,44.50603348930943,40.19194689069822
180,bars,1-3-2102,365000,90.0,3.0,8.0,14.0,Monolit,Good Condition,1.0,0,1,1,1,0,1,1,1,44.499472776670245,40.180107053322125
181,bars,4-2-197,110000,55.0,2.0,3.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.4972968,40.20489739999999
182,bars,2-3-156,650000,165.0,4.0,16.0,8.0,Other,Good Condition,3.0,0,1,0,0,1,1,0,1,44.51811462379455,40.166993360178346
183,bars,4-3-1392,142000,71.0,3.0,3.0,14.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,1,44.51413593557797,40.210664400899944
184,bars,4-3-1391,230000,98.0,3.0,3.0,8.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.55827345658594,40.199176396159615
185,bars,4-3-1217,102000,90.2,3.0,9.0,9.0,Panel,Good Condition,1.0,0,0,0,1,1,1,0,1,44.49091100920923,40.204181641463855
186,bars,4-3-554,600000,187.0,4.0,4.0,16.0,Other,Good Condition,2.0,0,1,1,1,1,1,0,1,44.50603348930943,40.19194689069822
187,bars,1-3-1771,330000,140.0,6.0,5.0,9.0,Panel,Good Condition,3.0,0,0,0,1,1,1,0,1,44.519048808509375,40.177015330930764
188,bars,1-А-114,300000,121.0,4.0,4.0,4.0,Other,Needs Renovation/Repair,2.0,1,0,1,0,1,0,0,1,44.51228432718437,40.19590302536037
189,bars,4-3-1390,320000,93.0,3.0,10.0,11.0,Other,Good Condition,1.0,0,0,0,0,1,0,0,1,44.4972968,40.20489739999999
190,bars,1-B-108,330000,105.0,3.0,3.0,10.0,Other,Good Condition,2.0,0,1,0,0,1,1,0,1,44.55827345658594,40.199176396159615
191,bars,1-N-376,350000,105.0,4.0,7.0,11.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.5247969,40.17890785
193,bars,1-2-973,370000,52.0,2.0,5.0,9.0,Other,Good Condition,1.0,0,0,0,1,1,1,0,1,44.5055185,40.185361400000005
194,bars,1-N-421,880000,170.0,4.0,21.0,22.0,Other,Good Condition,3.0,0,0,1,1,1,1,0,1,44.583870697678144,40.21673211791397
195,bars,1-DH-6,507870,188.1,4.0,3.0,8.0,Other,Needs Renovation/Repair,3.0,1,0,1,0,0,1,0,0,44.50523170804844,40.19493042144863
196,bars,1-A-64,550000,207.0,4.0,4.0,9.0,Other,Good Condition,3.0,0,1,0,0,1,0,0,0,44.50523170804844,40.19493042144863
197,bars,1-N-120,220000,54.0,2.0,2.0,18.0,Other,Good Condition,1.0,0,0,0,1,1,0,0,1,44.51228432718437,40.19590302536037
