,source,id,price,area,rooms,floor,storeys,building_type,latitude,longitude,new_building,condition,bathroom_count,F_Security,F_Elevator,F_Heating System,F_Internet,F_Balcony,F_Furniture,F_Air Conditioner
317,bnakaran,d117898,95000.0,45,2,9,9,Panel,44.52404023677,40.201478401927,0,New/Excellent Condition,1,0,0,1,0,0,0,1
318,bnakaran,d116568,290000.0,91,3,3,5,Stone,44.503936191663,40.177470391035,0,Good Condition,0,0,0,0,0,0,0,0
319,bnakaran,d116762,230000.0,39,2,3,22,Monolit,44.509842,40.18046,1,Good Condition,1,0,0,0,0,0,0,1
320,bnakaran,d116950,110000.0,98,3,4,4,Stone,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
321,bnakaran,d116524,82000.0,30,1,3,4,Stone,44.505997641525,40.206132062124,0,Good Condition,1,0,0,0,0,0,0,1
322,bnakaran,d97802,145000.0,72,3,5,10,Panel,44.515729903375,40.168955491541,0,Good Condition,1,0,0,0,0,0,0,0
323,bnakaran,d116739,250000.0,115,3,4,10,Monolit,44.545287371688,40.21836451578,1,Good Condition,1,0,0,0,0,0,0,1
324,bnakaran,d115472,105000.0,42,2,2,10,Other,44.503449695768,40.196814778967,0,Good Condition,1,0,0,0,0,0,0,1
325,bnakaran,d117251,128000.0,86,3,8,14,Panel,44.444499969482,40.16960144043,0,Good Condition,0,0,0,1,0,0,0,1
326,bnakaran,d54284,1100.0,46,2,7,11,Panel,44.512298583984,40.18579864502,0,New/Excellent Condition,1,0,0,0,0,0,0,0
327,bnakaran,d82671,800.0,97,3,3,10,Monolit,44.50537996,40.19207378,0,New/Excellent Condition,1,0,0,0,0,0,0,1
328,bnakaran,d115059,620000.0,190,4,5,9,Monolit,44.496872966931,40.201861771652,1,Good Condition,3,0,0,0,0,0,0,1
329,bnakaran,d116595,37.5,45,1,2,6,Stone,44.520375119049,40.185396779414,0,New/Excellent Condition,1,0,0,0,0,0,0,0
330,bnakaran,d117909,150000.0,74,3,2,9,Panel,44.494899749756,40.192501068115,0,Good Condition,1,0,0,0,0,0,0,1
331,bnakaran,d113760,190000.0,74,3,2,4,Stone,44.520568,40.20650100708,0,Good Condition,1,0,0,0,0,0,0,1
332,bnakaran,d116789,85000.0,34,2,12,14,Panel,44.50984318518,40.206442360475,0,New/Excellent Condition,1,0,0,0,0,0,0,0
333,bnakaran,d115274,290000.0,126,4,8,8,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,0,0,0,0,0,0,1
334,bnakaran,d117089,32.5,40,1,1,11,Other,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,0
335,bnakaran,d61017,395000.0,60,2,3,16,Monolit,44.510423720058,40.180692384193,1,New/Excellent Condition,1,0,0,0,0,0,0,1
336,bnakaran,d114569,100000.0,45,2,5,9,Panel,44.501473578047,40.197459365825,0,New/Excellent Condition,1,0,0,0,0,0,0,1
337,bnakaran,d62558,700.0,65,2,3,5,Stone,44.517501831055,40.178798675537,0,New/Excellent Condition,1,0,0,1,0,0,0,1
338,bnakaran,d103237,440000.0,117,4,2,5,Monolit,44.508791,40.196423,1,New/Excellent Condition,2,1,0,0,0,0,0,0
339,bnakaran,d52677,1800.0,100,4,2,5,Stone,44.511578851743,40.179759327547,0,Good Condition,1,0,0,0,0,0,0,0
340,bnakaran,d98281,230000.0,46,2,8,16,Monolit,44.511429455989,40.179915238707,1,Good Condition,1,1,0,0,0,0,0,1
341,bnakaran,d62563,1100.0,67,2,3,11,Monolit,44.51475696,40.18300474,1,Good Condition,1,0,0,0,0,0,0,1
342,bnakaran,d62564,1300.0,75,3,9,11,Monolit,44.51475696,40.18300474,1,New/Excellent Condition,1,0,0,1,0,0,0,1
343,bnakaran,d117682,130000.0,40,2,2,5,Monolit,44.515102096538,40.169279922988,1,Good Condition,1,0,0,0,0,0,0,0
344,bnakaran,d115650,260000.0,65,2,14,16,Monolit,44.505586252639,40.184967516543,1,Good Condition,1,0,0,0,0,0,0,1
345,bnakaran,d117899,120000.0,42,2,8,10,Monolit,44.515135017196,40.160566760308,0,New/Excellent Condition,1,0,0,0,0,0,0,1
346,bnakaran,d94395,1800.0,75,3,13,20,Monolit,44.508036554034,40.183704706005,1,Good Condition,2,0,0,0,0,0,0,0
347,bnakaran,d91689,300000.0,130,3,7,12,Monolit,44.509669118925,40.206320888981,1,Good Condition,2,0,0,0,0,0,0,0
348,bnakaran,d89523,1300000.0,160,4,6,10,Monolit,44.514216529933,40.181219115559,1,New/Excellent Condition,2,1,0,0,0,0,0,1
349,bnakaran,d117432,3500.0,110,4,7,9,Panel,44.521368,40.180564,0,Good Condition,2,0,0,0,0,0,0,0
350,bnakaran,d117910,470000.0,100,3,3,5,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,1
351,bnakaran,d116259,180000.0,120,3,8,10,Monolit,44.549153966934,40.196637910225,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
352,bnakaran,d117911,75000.0,67,2,10,10,Other,44.512879,40.17787,0,Good Condition,0,0,0,0,0,0,0,1
353,bnakaran,d117900,400000.0,151,5,3,5,Stone,44.499085710311,40.197921320088,0,Good Condition,2,0,0,0,0,0,0,0
354,bnakaran,d116262,172500.0,120,3,5,10,Monolit,44.549014492065,40.196572092742,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
355,bnakaran,d108949,117000.0,84,3,4,5,Stone,44.469027287032,40.208844098202,0,Good Condition,1,0,0,0,0,0,0,1
356,bnakaran,d117434,1300000.0,160,4,6,10,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
357,bnakaran,d117915,297000.0,122,3,8,15,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
358,bnakaran,d116788,205000.0,71,3,2,5,Stone,44.502351235442,40.179513738459,0,Good Condition,1,0,0,0,0,0,0,1
359,bnakaran,d117864,1200.0,50,2,4,12,Panel,44.519425667306,40.182834744009,0,Good Condition,2,0,0,0,0,0,0,1
360,bnakaran,d115831,130000.0,97,3,6,9,Panel,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
361,bnakaran,d116793,300000.0,161,4,10,11,Monolit,44.51842578308,40.209532966945,1,Good Condition,2,0,0,0,0,0,0,0
362,bnakaran,d116951,240000.0,87,3,6,9,Panel,44.509927337295,40.180449560569,0,Good Condition,2,0,0,0,0,0,0,0
363,bnakaran,d86405,1100.0,54,2,4,5,Stone,44.5085557,40.180233,0,Good Condition,1,0,0,0,0,0,0,0
364,bnakaran,d117390,143000.0,77,3,2,9,Panel,44.487247283293,40.221408669649,0,New/Excellent Condition,1,0,0,0,0,0,0,1
365,bnakaran,d117913,130000.0,85,3,5,5,Stone,44.482444305557,40.152102284194,0,Good Condition,1,0,0,0,0,0,0,1
366,bnakaran,d103247,340000.0,150,4,3,18,Monolit,44.516460324081,40.203668475571,1,Good Condition,2,1,0,0,0,0,0,1
367,bnakaran,d114919,1200000.0,158,3,8,14,Monolit,44.514613,40.182121,0,Good Condition,3,0,0,0,0,0,0,1
368,bnakaran,d117898,95000.0,45,2,9,9,Panel,44.52404023677,40.201478401927,0,New/Excellent Condition,1,0,0,1,0,0,0,1
369,bnakaran,d116568,290000.0,91,3,3,5,Stone,44.503936191663,40.177470391035,0,Good Condition,0,0,0,0,0,0,0,0
370,bnakaran,d116762,230000.0,39,2,3,22,Monolit,44.509842,40.18046,1,Good Condition,1,0,0,0,0,0,0,1
371,bnakaran,d116950,110000.0,98,3,4,4,Stone,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
372,bnakaran,d97802,145000.0,72,3,5,10,Panel,44.515729903375,40.168955491541,0,Good Condition,1,0,0,0,0,0,0,0
373,bnakaran,d115472,105000.0,42,2,2,10,Other,44.503449695768,40.196814778967,0,Good Condition,1,0,0,0,0,0,0,1
374,bnakaran,d115059,620000.0,190,4,5,9,Monolit,44.496872966931,40.201861771652,1,Good Condition,3,0,0,0,0,0,0,1
375,bnakaran,d117909,150000.0,74,3,2,9,Panel,44.494899749756,40.192501068115,0,Good Condition,1,0,0,0,0,0,0,1
376,bnakaran,d113760,190000.0,74,3,2,4,Stone,44.520568,40.20650100708,0,Good Condition,1,0,0,0,0,0,0,1
377,bnakaran,d116789,85000.0,34,2,12,14,Panel,44.50984318518,40.206442360475,0,New/Excellent Condition,1,0,0,0,0,0,0,0
378,bnakaran,d115274,290000.0,126,4,8,8,Other,44.512879,40.17787,1,New/Excellent Condition,2,0,1,0,0,1,1,1
379,bnakaran,d114569,100000.0,45,2,5,9,Panel,44.501473578047,40.197459365825,0,New/Excellent Condition,1,0,0,0,0,0,0,1
380,bnakaran,d103237,440000.0,117,4,2,5,Monolit,44.508791,40.196423,1,New/Excellent Condition,2,1,0,0,0,0,0,0
381,bnakaran,d98281,230000.0,46,2,8,16,Monolit,44.511429455989,40.179915238707,1,Good Condition,1,1,0,0,0,0,0,1
382,bnakaran,d117682,130000.0,40,2,2,5,Monolit,44.515102096538,40.169279922988,1,Good Condition,1,0,0,0,0,0,0,0
383,bnakaran,d115650,260000.0,65,2,14,16,Monolit,44.505586252639,40.184967516543,1,Good Condition,1,0,0,0,0,0,0,1
384,bnakaran,d117899,120000.0,42,2,8,10,Monolit,44.515135017196,40.160566760308,0,New/Excellent Condition,1,0,0,0,0,0,0,1
385,bnakaran,d109970,1350.0,68,2,3,5,Stone,44.518100738525,40.183300018311,0,Good Condition,2,0,0,0,0,0,0,0
386,bnakaran,d91689,300000.0,130,3,7,12,Monolit,44.509669118925,40.206320888981,1,Good Condition,2,0,0,0,0,0,0,0
387,bnakaran,d89523,1300000.0,160,4,6,10,Monolit,44.514216529933,40.181219115559,1,New/Excellent Condition,2,1,0,0,0,0,0,1
388,bnakaran,d116830,2400.0,135,3,10,12,Other,44.508399963379,40.183498382568,1,Other,2,0,1,1,1,0,1,1
389,bnakaran,d74519,2200.0,150,3,6,13,Monolit,44.51475696,40.18301089,1,New/Excellent Condition,2,0,0,0,0,0,0,0
390,bnakaran,d107838,580000.0,159,4,8,9,Monolit,44.521657748686,40.166573336966,1,Good Condition,2,0,0,0,0,0,0,0
391,bnakaran,d108749,3000.0,220,4,8,8,Monolit,44.514398423279,40.182277352187,1,Good Condition,2,1,0,0,0,0,0,1
392,bnakaran,d117910,470000.0,100,3,3,5,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,1
393,bnakaran,d117064,1700.0,105,3,4,5,Monolit,44.514613,40.182121,1,Good Condition,1,1,0,0,0,0,0,0
394,bnakaran,d117911,75000.0,67,2,10,10,Other,44.512879,40.17787,0,Good Condition,0,0,0,0,0,0,0,1
395,bnakaran,d117900,400000.0,151,5,3,5,Stone,44.499085710311,40.197921320088,0,Good Condition,2,0,0,0,0,0,0,0
396,bnakaran,d117217,3500.0,180,4,3,12,Monolit,44.508399963379,40.183498382568,1,Good Condition,2,1,0,0,0,0,0,0
397,bnakaran,d87165,1500.0,50,2,3,10,Panel,44.510684205543,40.179299747651,0,Good Condition,1,0,0,0,0,0,0,0
398,bnakaran,d104198,1600.0,35,1,3,5,Stone,44.509578250332,40.179175155354,0,New/Excellent Condition,1,0,0,0,0,0,0,0
399,bnakaran,d57467,2500.0,160,3,3,8,Monolit,44.515078825082,40.183150782279,1,New/Excellent Condition,1,0,0,0,0,0,0,1
400,bnakaran,d88397,2500.0,130,3,9,12,Monolit,44.514528972232,40.183056155426,1,Good Condition,2,0,0,0,0,0,0,0
401,bnakaran,d101288,2200.0,120,3,8,8,Monolit,44.514452067458,40.182159689615,1,New/Excellent Condition,2,0,0,0,0,0,0,1
402,bnakaran,d103885,900000.0,258,5,6,8,Monolit,44.515288916671,40.182307811052,0,Good Condition,3,0,0,0,0,0,0,1
403,bnakaran,d104222,2300.0,120,3,8,8,Monolit,44.514505,40.183485,1,Good Condition,2,1,0,0,0,0,0,1
404,bnakaran,d104343,2400.0,125,3,5,9,Monolit,44.515383271164,40.182148291221,1,Good Condition,2,0,0,0,0,0,0,0
405,bnakaran,d109151,549000.0,121,4,5,5,Stone,44.515646,40.18919,0,New/Excellent Condition,2,0,0,0,0,0,0,0
406,bnakaran,d18874,1000.0,42,2,2,4,Stone,44.518001556396,40.188701629639,0,New/Excellent Condition,1,0,0,0,0,0,0,0
407,bnakaran,d104602,4500.0,300,7,5,8,Monolit,44.515745375669,40.177079549986,1,New/Excellent Condition,3,1,0,0,0,0,0,0
408,bnakaran,d105024,750.0,42,2,3,9,Panel,44.492401123047,40.172798156738,0,New/Excellent Condition,1,0,0,0,0,0,0,0
409,bnakaran,d112980,450.0,31,1,11,12,Monolit,44.71146,40.528081,1,New/Excellent Condition,1,0,0,1,0,0,0,1
410,bnakaran,d108949,117000.0,84,3,4,5,Stone,44.469027287032,40.208844098202,0,Good Condition,1,0,0,0,0,0,0,1
411,bnakaran,d114354,3000.0,160,4,6,10,Monolit,44.514334050262,40.181865899368,1,Good Condition,2,0,0,0,0,0,0,1
412,bnakaran,d117434,1300000.0,160,4,6,10,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
413,bnakaran,d116123,2000.0,160,4,10,18,Monolit,44.526718469619,40.176995859146,1,Good Condition,2,0,0,0,0,0,0,0
414,bnakaran,d117860,1000.0,80,3,2,4,Stone,44.513500213623,40.174198150635,0,Good Condition,1,0,0,0,0,0,0,0
415,bnakaran,d113977,145200.0,96,3,2,9,Monolit,44.540989322692,40.193182368609,1,Needs Renovation/Repair,2,0,0,0,0,0,0,1
416,bnakaran,d116260,37950000.0,66,2,5,10,Monolit,44.549035949737,40.196629683302,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
417,bnakaran,d116261,168187.5,117,3,4,10,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
418,bnakaran,d114717,410000.0,138,4,3,5,Monolit,44.507615,40.196458,1,New/Excellent Condition,3,0,0,0,0,0,0,1
419,bnakaran,d117915,297000.0,122,3,8,15,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
420,bnakaran,d116788,205000.0,71,3,2,5,Stone,44.502351235442,40.179513738459,0,Good Condition,1,0,0,0,0,0,0,1
421,bnakaran,d116797,355000.0,150,3,2,5,Stone,44.521160244306,40.179595500574,0,Good Condition,2,0,0,0,0,0,0,0
422,bnakaran,d63135,600.0,62,2,8,15,Monolit,44.50313764,40.17397548,1,Good Condition,1,0,0,0,0,0,0,1
423,bnakaran,d114369,1100.0,50,2,9,15,Monolit,44.511424,40.179957,1,New/Excellent Condition,1,0,0,0,0,0,0,0
424,bnakaran,d115828,260000.0,98,3,6,8,Monolit,44.52408279895,40.21301744798,1,Good Condition,1,0,0,0,0,0,0,0
425,bnakaran,d115219,350000.0,96,3,12,19,Monolit,44.489020661377,40.213815437536,1,Good Condition,1,0,0,0,0,0,0,0
426,bnakaran,d117853,80000.0,38,1,3,5,Stone,44.500426626983,40.18417750346,0,Good Condition,1,0,0,0,0,0,0,0
427,bnakaran,d112858,850.0,45,2,9,11,Panel,44.510732,40.181363,0,Good Condition,1,0,0,0,0,0,0,0
428,bnakaran,d106525,165000.0,72,2,2,14,Monolit,44.533202460265,40.211536589595,1,Good Condition,1,0,0,0,0,0,0,1
429,bnakaran,d63940,820000.0,222,4,8,16,Monolit,44.52157246,40.18153547,1,New/Excellent Condition,4,0,0,0,0,0,0,1
430,bnakaran,d110205,295000.0,52,2,8,14,Monolit,44.509256775114,40.181609846363,1,Good Condition,1,0,0,0,0,0,0,1
431,bnakaran,d112146,680000.0,120,3,4,16,Monolit,44.515990410064,40.176964332639,1,Good Condition,2,0,0,0,0,0,0,1
432,bnakaran,d117390,143000.0,77,3,2,9,Panel,44.487247283293,40.221408669649,0,New/Excellent Condition,1,0,0,0,0,0,0,1
433,bnakaran,d40588,35.0,55,2,4,5,Stone,44.518199920654,40.180099487305,0,New/Excellent Condition,1,0,0,0,0,0,0,0
434,bnakaran,d117841,190000.0,87,3,7,12,Panel,44.499560407409,40.199359759745,0,Good Condition,2,0,0,0,0,0,0,1
435,bnakaran,d110691,146575.0,90,2,14,17,Monolit,44.541354103118,40.193083636254,1,Needs Renovation/Repair,2,1,0,1,0,0,0,1
436,bnakaran,d103247,340000.0,150,4,3,18,Monolit,44.516460324081,40.203668475571,1,Good Condition,2,1,0,0,0,0,0,1
437,bnakaran,d114919,1200000.0,158,3,8,14,Monolit,44.514613,40.182121,0,Good Condition,3,0,0,0,0,0,0,1
438,bnakaran,d111121,300000.0,96,3,11,12,Monolit,44.516353321425,40.164977967016,1,Good Condition,2,0,0,0,0,0,0,1
439,bnakaran,d117898,95000.0,45,2,9,9,Panel,44.52404023677,40.201478401927,0,New/Excellent Condition,1,0,0,1,0,0,0,1
440,bnakaran,d116568,290000.0,91,3,3,5,Stone,44.503936191663,40.177470391035,0,Good Condition,0,0,0,0,0,0,0,0
441,bnakaran,d114129,480000.0,165,5,11,17,Monolit,44.497218203705,40.19384491096,1,New/Excellent Condition,3,0,0,0,0,0,0,0
442,bnakaran,d116762,230000.0,39,2,3,22,Monolit,44.509842,40.18046,1,Good Condition,1,0,0,0,0,0,0,1
443,bnakaran,d116132,2250.0,180,3,14,16,Monolit,44.514602271164,40.183700960051,1,Good Condition,2,0,0,0,0,0,0,1
444,bnakaran,d116950,110000.0,98,3,4,4,Stone,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
445,bnakaran,d97802,145000.0,72,3,5,10,Panel,44.515729903375,40.168955491541,0,Good Condition,1,0,0,0,0,0,0,0
446,bnakaran,d115472,105000.0,42,2,2,10,Other,44.503449695768,40.196814778967,0,Good Condition,1,0,0,0,0,0,0,1
447,bnakaran,d116209,300000.0,90,3,2,5,Stone,44.502601697035,40.177126250799,0,New/Excellent Condition,2,0,0,0,0,0,0,1
448,bnakaran,d116392,2300.0,92,3,6,12,Monolit,44.512879,40.17787,1,Good Condition,2,0,0,0,0,0,0,0
449,bnakaran,d115059,620000.0,190,4,5,9,Monolit,44.496872966931,40.201861771652,1,Good Condition,3,0,0,0,0,0,0,1
450,bnakaran,d116777,5000.0,140,3,8,13,Monolit,44.514956322753,40.182557138859,1,New/Excellent Condition,2,0,0,0,0,0,0,1
451,bnakaran,d117909,150000.0,74,3,2,9,Panel,44.494899749756,40.192501068115,0,Good Condition,1,0,0,0,0,0,0,1
452,bnakaran,d113760,190000.0,74,3,2,4,Stone,44.520568,40.20650100708,0,Good Condition,1,0,0,0,0,0,0,1
453,bnakaran,d116787,370000.0,98,3,8,10,Monolit,44.507619367072,40.185687524856,1,New/Excellent Condition,2,0,0,0,0,0,0,0
454,bnakaran,d116789,85000.0,34,2,12,14,Panel,44.50984318518,40.206442360475,0,New/Excellent Condition,1,0,0,0,0,0,0,0
455,bnakaran,d112877,1100.0,42,2,2,5,Monolit,44.51120700531,40.195919090047,1,New/Excellent Condition,1,0,0,0,0,0,0,1
456,bnakaran,d115274,290000.0,126,4,8,8,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,0,0,0,0,0,0,1
457,bnakaran,d115192,575000.0,136,3,5,15,Monolit,44.504471,40.180626,1,Needs Renovation/Repair,3,0,0,0,0,0,0,1
458,bnakaran,d114569,100000.0,45,2,5,9,Panel,44.501473578047,40.197459365825,0,New/Excellent Condition,1,0,0,0,0,0,0,1
459,bnakaran,d117848,315000.0,130,3,3,7,Monolit,44.502533835998,40.190984553931,1,Good Condition,2,0,0,0,0,0,0,0
460,bnakaran,d103237,440000.0,117,4,2,5,Monolit,44.508791,40.196423,1,New/Excellent Condition,2,1,0,0,0,0,0,0
461,bnakaran,d98281,230000.0,46,2,8,16,Monolit,44.511429455989,40.179915238707,1,Good Condition,1,1,0,0,0,0,0,1
462,bnakaran,d117845,1200.0,80,2,2,4,Stone,44.508800506592,40.181400299072,0,Good Condition,1,0,0,0,0,0,0,0
463,bnakaran,d117682,130000.0,40,2,2,5,Monolit,44.515102096538,40.169279922988,1,Good Condition,1,0,0,0,0,0,0,0
464,bnakaran,d117058,89000.0,67,3,3,9,Panel,44.582537931213,40.216722730136,0,Good Condition,1,0,0,0,0,0,0,1
465,bnakaran,d115650,260000.0,65,2,14,16,Monolit,44.505586252639,40.184967516543,1,Good Condition,1,0,0,0,0,0,0,1
466,bnakaran,d117899,120000.0,42,2,8,10,Monolit,44.515135017196,40.160566760308,0,New/Excellent Condition,1,0,0,0,0,0,0,1
467,bnakaran,d110062,220000.0,97,3,7,12,Other,44.50541215344,40.195049344411,0,Good Condition,1,0,0,0,0,0,0,1
468,bnakaran,d91689,300000.0,130,3,7,12,Monolit,44.509669118925,40.206320888981,1,Good Condition,2,0,0,0,0,0,0,0
469,bnakaran,d9869,1100.0,108,4,9,12,Panel,44.516498565674,40.179798126221,0,New/Excellent Condition,1,0,0,0,0,0,0,1
470,bnakaran,d89523,1300000.0,160,4,6,10,Monolit,44.514216529933,40.181219115559,1,New/Excellent Condition,2,1,0,0,0,0,0,1
471,bnakaran,d117596,560000.0,239,4,10,12,Monolit,44.500579626983,40.197104365557,1,New/Excellent Condition,2,0,0,0,0,0,0,0
472,bnakaran,d117910,470000.0,100,3,3,5,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,1
473,bnakaran,d117911,75000.0,67,2,10,10,Other,44.512879,40.17787,0,Good Condition,0,0,0,0,0,0,0,1
474,bnakaran,d117840,86000.0,78,2,1,9,Panel,44.491141850782,40.220668486118,0,Good Condition,1,0,0,0,0,0,0,1
475,bnakaran,d117900,400000.0,151,5,3,5,Stone,44.499085710311,40.197921320088,0,Good Condition,2,0,0,0,0,0,0,0
476,bnakaran,d117839,175000.0,103,3,8,12,Monolit,44.476120591262,40.208574009569,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
477,bnakaran,d95881,30.0,40,2,5,5,Stone,44.520000457764,40.182399749756,0,Good Condition,1,0,0,0,0,0,0,0
478,bnakaran,d108949,117000.0,84,3,4,5,Stone,44.469027287032,40.208844098202,0,Good Condition,1,0,0,0,0,0,0,1
479,bnakaran,d117838,128000.0,60,2,3,5,Stone,44.50748478308,40.171918477938,0,Good Condition,1,0,0,1,0,0,0,1
480,bnakaran,d117434,1300000.0,160,4,6,10,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
481,bnakaran,d117025,490000.0,152,4,4,5,Monolit,44.512868982803,40.195345734329,1,Good Condition,3,1,0,0,0,0,0,1
482,bnakaran,d117915,297000.0,122,3,8,15,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
483,bnakaran,d117837,296000.0,64,2,5,6,Stone,44.517634763229,40.188183425525,0,Needs Renovation/Repair,1,0,0,1,0,0,0,1
484,bnakaran,d116788,205000.0,71,3,2,5,Stone,44.502351235442,40.179513738459,0,Good Condition,1,0,0,0,0,0,0,1
485,bnakaran,d113466,355000.0,150,3,2,4,Stone,44.5127632612,40.186020660006,0,New/Excellent Condition,2,0,0,0,0,0,0,0
486,bnakaran,d117390,143000.0,77,3,2,9,Panel,44.487247283293,40.221408669649,0,New/Excellent Condition,1,0,0,0,0,0,0,1
487,bnakaran,d110388,42.5,71,3,8,10,Panel,44.515933,40.180578,0,Good Condition,2,0,0,0,0,0,0,0
488,bnakaran,d117913,130000.0,85,3,5,5,Stone,44.482444305557,40.152102284194,0,Good Condition,1,0,0,0,0,0,0,1
489,bnakaran,d103247,340000.0,150,4,3,18,Monolit,44.516460324081,40.203668475571,1,Good Condition,2,1,0,0,0,0,0,1
490,bnakaran,d117024,560000.0,118,3,7,15,Monolit,44.513894585051,40.181538442319,1,Good Condition,2,1,0,0,0,0,0,1
491,bnakaran,d114919,1200000.0,158,3,8,14,Monolit,44.514613,40.182121,0,Good Condition,3,0,0,0,0,0,0,1
492,bnakaran,d105465,250000.0,180,6,3,3,Other,44.493868130935,40.201918286537,0,Good Condition,2,0,0,0,0,0,0,0
493,bnakaran,d117898,95000.0,45,2,9,9,Panel,44.52404023677,40.201478401927,0,New/Excellent Condition,1,0,0,1,0,0,0,1
494,bnakaran,d116568,290000.0,91,3,3,5,Stone,44.503936191663,40.177470391035,0,Good Condition,0,0,0,0,0,0,0,0
495,bnakaran,d116762,230000.0,39,2,3,22,Monolit,44.509842,40.18046,1,Good Condition,1,0,0,0,0,0,0,1
496,bnakaran,d92859,175000.0,101,4,8,9,Monolit,44.501027845464,40.200785863908,0,Good Condition,1,0,0,0,0,0,0,0
497,bnakaran,d116950,110000.0,98,3,4,4,Stone,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
498,bnakaran,d99586,1400.0,120,3,12,15,Monolit,44.501152316237,40.192758415642,1,Good Condition,2,0,0,0,0,0,0,0
499,bnakaran,d97802,145000.0,72,3,5,10,Panel,44.515729903375,40.168955491541,0,Good Condition,1,0,0,0,0,0,0,0
500,bnakaran,d111114,289000.0,105,3,14,15,Monolit,44.500154474869,40.192135038852,1,Good Condition,2,0,0,0,0,0,0,0
501,bnakaran,d115472,105000.0,42,2,2,10,Other,44.503449695768,40.196814778967,0,Good Condition,1,0,0,0,0,0,0,1
502,bnakaran,d115933,260000.0,130,4,12,16,Monolit,44.535419984131,40.203858452985,1,Needs Renovation/Repair,3,0,0,1,0,0,0,1
503,bnakaran,d102768,116250.0,118,3,3,3,Monolit,44.521033985458,40.141758684558,0,Good Condition,1,0,0,0,0,0,0,1
504,bnakaran,d113668,220000.0,200,4,10,11,Panel,44.495296225436,40.194239259954,0,Good Condition,2,0,0,0,0,0,0,1
505,bnakaran,d116202,408000.0,170,4,15,18,Monolit,44.499404,40.203484,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
506,bnakaran,d92366,400000.0,130,3,5,6,Monolit,44.51670775032,40.200145683478,1,Good Condition,1,1,0,0,0,0,0,0
507,bnakaran,d110548,400000.0,93,3,4,4,Stone,44.517597037047,40.188902957769,0,Good Condition,1,0,0,0,0,0,0,1
508,bnakaran,d112930,2000.0,80,2,4,9,Other,44.515712457672,40.169396616172,0,Good Condition,1,0,0,0,0,0,0,1
509,bnakaran,d115466,132500.0,74,3,9,18,Monolit,44.499546910033,40.219634961509,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
510,bnakaran,d109685,1100.0,115,4,9,13,Monolit,44.523554457668,40.209968450676,0,Good Condition,2,0,0,0,0,0,0,0
511,bnakaran,d117830,205000.0,64,3,8,17,Monolit,44.508454544982,40.206452880844,1,Good Condition,1,0,0,0,0,0,0,1
512,bnakaran,d27401,800.0,47,2,8,9,Panel,44.508399963379,40.181900024414,0,Good Condition,1,0,0,0,0,0,0,0
513,bnakaran,d117827,130000.0,54,2,1,9,Panel,44.515242661377,40.166026617565,0,Good Condition,1,0,0,1,0,0,0,0
514,bnakaran,d117826,145000.0,45,2,1,5,Stone,44.517501831055,40.179401397705,0,Good Condition,1,0,0,1,0,0,0,0
515,bnakaran,d117598,520000.0,156,4,9,17,Monolit,44.522029968261,40.181842961416,1,Good Condition,2,1,0,0,0,0,0,0
516,bnakaran,d117522,2200.0,106,3,8,9,Monolit,44.514505711639,40.182532452135,1,Good Condition,2,0,0,0,0,0,0,1
517,bnakaran,d116748,229000.0,90,3,3,18,Monolit,44.48867516,40.21486191,1,Needs Renovation/Repair,1,0,0,0,0,0,0,1
518,bnakaran,d116750,200000.0,93,3,3,18,Monolit,44.48867516,40.21486191,1,Needs Renovation/Repair,2,0,0,1,0,0,0,1
519,bnakaran,d115059,620000.0,190,4,5,9,Monolit,44.496872966931,40.201861771652,1,Good Condition,3,0,0,0,0,0,0,1
520,bnakaran,d117762,5500.0,231,5,9,15,Monolit,44.512879,40.17787,1,Good Condition,3,0,0,0,0,0,0,1
