,source,id,price,area,rooms,floor,storeys,building_type,latitude,longitude,new_building,condition,bathroom_count,F_Security,F_Elevator,F_Heating System,F_Internet,F_Balcony,F_Furniture,F_Air Conditioner
521,bnakaran,d117909,150000.0,74,3,2,9,Panel,44.494899749756,40.192501068115,0,Good Condition,1,0,0,0,0,0,0,1
522,bnakaran,d113760,190000.0,74,3,2,4,Stone,44.520568,40.20650100708,0,Good Condition,1,0,0,0,0,0,0,1
523,bnakaran,d116185,900.0,80,3,2,5,Monolit,44.510964402447,40.200619526353,1,Good Condition,1,0,0,0,0,0,0,1
524,bnakaran,d116789,85000.0,34,2,12,14,Panel,44.50984318518,40.206442360475,0,New/Excellent Condition,1,0,0,0,0,0,0,0
525,bnakaran,d115274,290000.0,126,4,8,8,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,0,0,0,0,0,0,1
526,bnakaran,d56849,35.0,80,2,8,10,Panel,44.52157246,40.18153547,0,Good Condition,1,0,0,0,0,0,0,1
527,bnakaran,d114569,100000.0,45,2,5,9,Panel,44.501473578047,40.197459365825,0,New/Excellent Condition,1,0,0,0,0,0,0,1
528,bnakaran,d81509,1700.0,130,3,3,15,Monolit,44.516667,40.183333,1,Good Condition,2,0,0,0,0,0,0,0
529,bnakaran,d103237,440000.0,117,4,2,5,Monolit,44.508791,40.196423,1,New/Excellent Condition,2,1,0,0,0,0,0,0
530,bnakaran,d116692,1800.0,90,2,6,19,Monolit,44.507678,40.184684,1,New/Excellent Condition,1,0,0,1,0,0,0,0
531,bnakaran,d98281,230000.0,46,2,8,16,Monolit,44.511429455989,40.179915238707,1,Good Condition,1,1,0,0,0,0,0,1
532,bnakaran,d117823,1700.0,100,3,4,14,Monolit,44.510383275145,40.178878082522,1,New/Excellent Condition,2,0,0,0,0,0,0,0
533,bnakaran,d117682,130000.0,40,2,2,5,Monolit,44.515102096538,40.169279922988,1,Good Condition,1,0,0,0,0,0,0,0
534,bnakaran,d115650,260000.0,65,2,14,16,Monolit,44.505586252639,40.184967516543,1,Good Condition,1,0,0,0,0,0,0,1
535,bnakaran,d110947,1600.0,116,3,3,13,Monolit,44.48537068,40.18156621,1,Good Condition,1,1,0,0,0,0,0,1
536,bnakaran,d117899,120000.0,42,2,8,10,Monolit,44.515135017196,40.160566760308,0,New/Excellent Condition,1,0,0,0,0,0,0,1
537,bnakaran,d92928,50.0,60,2,14,16,Panel,44.51877948929,40.185927165975,1,New/Excellent Condition,1,0,0,0,0,0,0,0
538,bnakaran,d91689,300000.0,130,3,7,12,Monolit,44.509669118925,40.206320888981,1,Good Condition,2,0,0,0,0,0,0,0
539,bnakaran,d98036,1875.0,60,3,9,9,Panel,44.512307862259,40.183182389851,0,Good Condition,1,0,0,0,0,0,0,0
540,bnakaran,d89523,1300000.0,160,4,6,10,Monolit,44.514216529933,40.181219115559,1,New/Excellent Condition,2,1,0,0,0,0,0,1
541,bnakaran,d106827,1500.0,100,3,10,10,Monolit,44.514462796295,40.18242670378,1,Good Condition,2,1,0,0,0,0,0,0
542,bnakaran,d117910,470000.0,100,3,3,5,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,1
543,bnakaran,d111194,1375.0,65,3,5,8,Monolit,44.513629379591,40.181903711287,1,New/Excellent Condition,1,1,0,0,0,0,0,0
544,bnakaran,d117911,75000.0,67,2,10,10,Other,44.512879,40.17787,0,Good Condition,0,0,0,0,0,0,0,1
545,bnakaran,d111195,1075.0,45,2,5,8,Monolit,44.513564658309,40.181901162328,1,Good Condition,1,1,0,0,0,0,0,0
546,bnakaran,d117900,400000.0,151,5,3,5,Stone,44.499085710311,40.197921320088,0,Good Condition,2,0,0,0,0,0,0,0
547,bnakaran,d117800,2000.0,100,3,14,14,Monolit,44.512879,40.17787,1,Good Condition,2,1,0,0,0,0,0,0
548,bnakaran,d117801,1700.0,100,3,6,8,Monolit,44.512879,40.17787,1,Good Condition,2,1,0,0,0,0,0,1
549,bnakaran,d108949,117000.0,84,3,4,5,Stone,44.469027287032,40.208844098202,0,Good Condition,1,0,0,0,0,0,0,1
550,bnakaran,d117434,1300000.0,160,4,6,10,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
551,bnakaran,d117799,2000.0,100,3,14,14,Monolit,44.510605408736,40.183059571149,0,Good Condition,2,1,0,0,0,0,0,0
552,bnakaran,d117915,297000.0,122,3,8,15,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,1,0,0,0,0,0,1
553,bnakaran,d117306,410000.0,261,5,9,9,Other,44.499550309201,40.182650921877,0,Good Condition,4,0,0,0,0,0,0,0
554,bnakaran,d116788,205000.0,71,3,2,5,Stone,44.502351235442,40.179513738459,0,Good Condition,1,0,0,0,0,0,0,1
555,bnakaran,d117390,143000.0,77,3,2,9,Panel,44.487247283293,40.221408669649,0,New/Excellent Condition,1,0,0,0,0,0,0,1
556,bnakaran,d117798,37.5,45,2,2,4,Stone,44.513444593917,40.165910377504,0,New/Excellent Condition,1,0,0,0,0,0,0,0
557,bnakaran,d117913,130000.0,85,3,5,5,Stone,44.482444305557,40.152102284194,0,Good Condition,1,0,0,0,0,0,0,1
558,bnakaran,d110650,1500.0,150,3,5,23,Monolit,44.519401550293,40.175800323486,1,Good Condition,2,0,0,0,0,0,0,0
559,bnakaran,d114919,1200000.0,158,3,8,14,Monolit,44.514613,40.182121,0,Good Condition,3,0,0,0,0,0,0,1
560,bnakaran,d117898,95000.0,45,2,9,9,Panel,44.52404023677,40.201478401927,0,New/Excellent Condition,1,0,0,1,0,0,0,1
561,bnakaran,d113598,1500.0,55,2,4,16,Monolit,44.505818,40.183843,1,Good Condition,1,1,0,0,0,0,0,1
562,bnakaran,d114535,149000.0,70,3,5,9,Panel,44.501608763227,40.20316770735,0,Good Condition,1,0,0,1,0,0,0,0
563,bnakaran,d115430,1000.0,40,2,2,5,Stone,44.515800476074,40.189498901367,0,Good Condition,1,0,0,0,0,0,0,0
564,bnakaran,d117739,1600.0,65,2,4,20,Monolit,44.505818,40.183843,1,New/Excellent Condition,1,0,0,0,0,0,0,0
565,bnakaran,d99356,700.0,44,2,3,5,Stone,44.498100280762,40.205001831055,0,New/Excellent Condition,1,0,0,0,0,0,0,0
566,bnakaran,d116336,700.0,65,2,2,15,Monolit,44.503806,40.153376,1,Good Condition,1,0,0,0,0,0,0,0
567,bnakaran,d109199,1600.0,56,2,12,18,Monolit,44.510732,40.181363,1,New/Excellent Condition,1,0,0,0,0,0,0,0
568,bnakaran,d117577,1600.0,47,2,14,16,Monolit,44.506105,40.182989,1,Good Condition,1,1,0,0,0,0,0,0
569,bnakaran,d107338,2300.0,130,3,9,12,Monolit,44.51455935582,40.182533680913,1,Good Condition,2,0,0,0,0,0,0,0
570,bnakaran,d114271,239000.0,60,3,4,5,Stone,44.507999420166,40.177898406982,0,New/Excellent Condition,1,1,0,0,0,0,0,0
571,bnakaran,d115941,2200.0,145,3,4,8,Monolit,44.51475696,40.18301089,1,Good Condition,2,1,0,0,0,0,0,1
572,bnakaran,d95188,320000.0,185,4,2,7,Stone,44.511055517212,40.207242139659,0,Good Condition,2,0,0,0,0,0,0,0
573,bnakaran,d101754,950000.0,200,4,8,22,Monolit,44.520281167984,40.183274806556,1,New/Excellent Condition,3,1,0,0,0,0,0,1
574,bnakaran,d107219,560000.0,200,5,3,7,Monolit,44.510392746681,40.175495585108,1,Good Condition,2,1,0,0,0,0,0,0
575,bnakaran,d111605,450000.0,145,3,2,6,Monolit,44.506129113737,40.181773653443,1,Good Condition,2,0,0,0,0,0,0,0
576,bnakaran,d115995,140000.0,45,2,7,10,Other,44.512879,40.17787,0,Needs Renovation/Repair,1,0,0,0,0,0,0,1
577,bnakaran,d117285,120000.0,58,2,6,12,Monolit,44.478353559502,40.19299631676,1,New/Excellent Condition,1,0,0,0,0,0,0,0
578,bnakaran,d117371,120000.0,94,4,6,9,Panel,44.538526804258,40.206065416625,0,Good Condition,2,0,0,0,0,0,0,1
579,bnakaran,d46287,500000.0,100,3,7,9,Monolit,44.513935374342,40.183985833013,0,Good Condition,1,0,0,0,0,0,0,0
580,bnakaran,d107409,1600.0,65,2,15,17,Other,44.509797701713,40.18031968883,1,New/Excellent Condition,1,0,0,0,0,0,0,0
581,bnakaran,d115412,900.0,55,2,2,5,Other,44.491626252639,40.200477488305,0,Good Condition,1,0,0,1,0,0,0,1
582,bnakaran,d73092,875.0,61,2,2,4,Stone,44.517646193526,40.185876,0,Good Condition,1,0,0,0,0,0,0,0
583,bnakaran,d105857,1000.0,95,4,12,12,Panel,44.522859,40.200199127197,0,New/Excellent Condition,1,0,0,0,0,0,0,1
584,bnakaran,d117814,209000.0,65,2,4,4,Stone,44.510994329044,40.183401070873,0,Good Condition,1,0,0,0,0,0,0,0
585,bnakaran,d117812,340000.0,78,2,9,10,Monolit,44.513198852539,40.181301116943,1,Good Condition,1,0,0,0,0,0,0,0
586,bnakaran,d117813,440000.0,98,3,9,10,Monolit,44.513198852539,40.181301116943,1,New/Excellent Condition,1,0,0,0,0,0,0,0
587,bnakaran,d116405,99500.0,68,2,5,16,Panel,44.492191,40.220956,0,Good Condition,2,0,0,0,0,0,0,1
588,bnakaran,d117808,250000.0,126,4,3,15,Monolit,44.448087642852,40.171077222759,0,Needs Renovation/Repair,2,1,0,1,0,0,0,1
589,bnakaran,d116190,190000.0,54,3,11,13,Monolit,44.512879,40.17787,1,New/Excellent Condition,1,0,0,0,0,0,0,0
590,bnakaran,d116191,196000.0,56,3,11,13,Monolit,44.512879,40.17787,1,New/Excellent Condition,1,0,0,0,0,0,0,0
591,bnakaran,d62815,1500.0,110,3,10,12,Monolit,44.511709975656,40.181191922237,1,New/Excellent Condition,1,0,0,0,0,0,0,0
592,bnakaran,d117809,190000.0,65,2,4,12,Monolit,44.491227681471,40.220323060519,1,Good Condition,1,0,0,0,0,0,0,0
593,bnakaran,d108678,2500.0,140,3,5,8,Monolit,44.514505,40.183485,1,Good Condition,2,1,0,0,0,0,0,1
594,bnakaran,d113612,1050.0,53,2,7,11,Monolit,44.494069398112,40.203792049159,1,Good Condition,1,0,0,0,0,0,0,0
595,bnakaran,d115791,37.5,60,2,1,4,Stone,44.505755,40.202037,0,Good Condition,1,0,0,0,0,0,0,0
596,bnakaran,d114277,200000.0,67,2,5,17,Monolit,44.499618576721,40.203574491632,1,Good Condition,1,0,0,0,0,0,0,0
597,bnakaran,d116663,1200.0,60,2,4,17,Monolit,44.499425457672,40.203549811596,1,New/Excellent Condition,1,0,0,0,0,0,0,0
598,bnakaran,d117449,825.0,50,2,2,5,Monolit,44.512591,40.205399,1,Good Condition,0,0,0,0,0,0,0,0
599,bnakaran,d117751,1000.0,48,2,8,18,Monolit,44.488945559524,40.213790761958,1,Good Condition,1,1,0,0,0,0,0,0
600,bnakaran,d117807,1000.0,68,3,5,5,Stone,44.538352792373,40.199074730703,0,New/Excellent Condition,1,0,0,0,0,0,0,0
601,bnakaran,d114628,4000.0,240,4,6,10,Monolit,44.521011641718,40.18814193865,1,Good Condition,3,0,0,0,0,0,0,1
602,bnakaran,d115524,3000.0,160,4,8,8,Monolit,44.514395087881,40.182377934667,1,Good Condition,2,0,0,0,0,0,0,1
603,bnakaran,d107965,320000.0,120,3,21,22,Monolit,44.489549806915,40.178970780335,1,Needs Renovation/Repair,2,1,0,1,0,0,0,1
604,bnakaran,d117806,305000.0,58,2,6,14,Monolit,44.515502425933,40.177224139968,1,New/Excellent Condition,1,0,0,0,0,0,0,1
605,bnakaran,d111383,155000.0,130,4,4,5,Stone,44.525986305557,40.199857018654,0,Good Condition,2,0,0,0,0,0,0,1
606,bnakaran,d111283,1450.0,45,2,10,18,Monolit,44.509842,40.18046,1,Good Condition,1,0,0,0,0,0,0,0
607,bnakaran,d111336,800000.0,320,5,18,18,Monolit,44.486276542328,40.199895630524,1,New/Excellent Condition,5,1,0,0,0,0,0,1
608,bnakaran,d91225,750000.0,189,4,12,17,Monolit,44.500180591713,40.192329538832,1,Good Condition,3,1,0,0,0,0,0,0
609,bnakaran,d96274,42.5,80,3,2,5,Stone,44.51726751,40.18237769,0,Good Condition,1,0,0,0,0,0,0,0
610,bnakaran,d106522,1125.0,42,1,3,18,Monolit,44.509895150786,40.181157275127,1,New/Excellent Condition,1,1,0,0,0,0,0,0
611,bnakaran,d117733,1700.0,80,3,3,5,Stone,44.518199920654,40.175098419189,0,New/Excellent Condition,2,0,0,0,0,0,0,0
612,bnakaran,d85024,135000.0,65,2,2,5,Stone,44.496495937201,40.199313364247,0,Good Condition,1,0,0,0,0,0,0,0
613,bnakaran,d80872,165000.0,70,2,7,14,Monolit,44.50093822,40.20104327,1,Good Condition,1,0,0,0,0,0,0,1
614,bnakaran,d113611,1400.0,80,3,13,15,Monolit,44.499243740152,40.202779306534,1,Good Condition,1,0,0,0,0,0,0,0
615,bnakaran,d108980,75000.0,51,2,1,4,Monolit,44.584857354492,40.222407329729,1,New/Excellent Condition,1,0,0,0,0,0,0,0
616,bnakaran,d117802,520000.0,170,4,3,4,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,0
617,bnakaran,d29901,800.0,31,2,2,5,Stone,44.498600006104,40.202201843262,0,Good Condition,1,0,0,0,0,0,0,0
618,bnakaran,d85484,900000.0,143,3,7,12,Monolit,44.51240735,40.18048421,1,Good Condition,2,1,0,0,0,0,0,0
619,bnakaran,d115493,625.0,40,1,7,10,Other,44.512879,40.17787,0,Good Condition,1,0,0,1,0,0,0,1
620,bnakaran,d101864,2000.0,101,3,13,18,Monolit,44.486480863754,40.199908865913,1,Good Condition,2,1,0,0,0,0,0,0
621,bnakaran,d107448,280000.0,115,4,2,9,Monolit,44.505798339844,40.194900512695,1,Good Condition,2,0,0,0,0,0,0,0
622,bnakaran,d113543,370000.0,165,3,4,5,Stone,44.512879,40.17787,0,Good Condition,2,0,0,0,0,0,0,0
623,bnakaran,d114612,720000.0,185,4,10,22,Monolit,44.520130964279,40.183208975448,1,Needs Renovation/Repair,3,1,0,0,0,0,0,1
624,bnakaran,d114712,780000.0,140,3,3,9,Monolit,44.514430609787,40.182367871729,1,Good Condition,2,0,0,0,0,0,0,1
625,bnakaran,d115976,1100.0,55,2,2,4,Stone,44.524827966934,40.17804773959,0,Good Condition,1,0,0,0,0,0,0,1
626,bnakaran,d116572,3500.0,106,3,5,15,Monolit,44.509485843901,40.181464819228,1,New/Excellent Condition,2,1,0,0,0,0,0,1
627,bnakaran,d116753,210000.0,160,5,2,14,Other,44.457279994457,40.206125954792,0,Needs Renovation/Repair,1,0,0,0,0,0,0,1
628,bnakaran,d117205,255000.0,148,4,3,5,Stone,44.513391,40.204861,0,New/Excellent Condition,2,0,0,0,0,0,0,0
629,bnakaran,d116803,358000.0,97,4,2,5,Stone,44.515800476074,40.189498901367,0,Good Condition,1,0,0,0,0,0,0,0
630,bnakaran,d116220,800.0,40,2,10,10,Panel,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
631,bnakaran,d117655,144000.0,96,3,5,9,Other,44.512879,40.17787,0,Good Condition,1,0,0,0,0,0,0,1
632,bnakaran,d117748,987.5,90,3,3,5,Stone,44.519100996016,40.183192518844,0,Good Condition,1,0,0,0,0,0,0,0
633,bnakaran,d116465,148062.5,103,3,5,10,Monolit,44.540817661316,40.193165913333,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
634,bnakaran,d117797,156000.0,86,3,6,20,Other,44.512879,40.17787,0,Needs Renovation/Repair,2,1,0,1,0,0,0,1
635,bnakaran,d117785,290000.0,61,1,5,9,Monolit,44.512879,40.17787,1,New/Excellent Condition,1,1,0,0,0,0,0,1
636,bnakaran,d117301,125000.0,54,2,12,14,Other,44.505740149457,40.205128474818,0,New/Excellent Condition,1,0,0,0,0,0,0,0
637,bnakaran,d117792,310000.0,100,3,4,4,Stone,44.519033305557,40.176616812959,0,Good Condition,2,0,0,0,0,0,0,1
638,bnakaran,d117533,178000.0,59,2,8,16,Monolit,44.534879,40.203869,1,Good Condition,1,0,0,0,0,0,0,0
639,bnakaran,d82136,800.0,35,1,2,5,Stone,44.501002593016,40.200837601866,0,Good Condition,1,0,0,0,0,0,0,0
640,bnakaran,d93251,315000.0,108,3,4,4,Stone,44.520453506621,40.19904529393,0,New/Excellent Condition,2,1,0,0,0,0,0,0
641,bnakaran,d115029,1500.0,75,2,13,13,Monolit,44.500605253966,40.184278612312,1,New/Excellent Condition,2,1,0,0,0,0,0,0
642,bnakaran,d115194,350000.0,123,4,6,8,Monolit,44.522645134918,40.212178465163,1,Good Condition,2,1,0,0,0,0,0,1
643,bnakaran,d116574,165000.0,43,2,2,3,Other,44.504154497845,40.191799781604,0,Good Condition,1,0,0,0,0,0,0,1
644,bnakaran,d116958,185000.0,62,2,4,5,Other,44.540190507934,40.193123416406,1,New/Excellent Condition,1,0,0,0,0,0,0,1
645,bnakaran,d117793,1125.0,97,3,4,9,Other,44.493989134918,40.194766318902,0,Good Condition,1,0,0,0,0,0,0,0
646,bnakaran,d117795,1250.0,120,2,9,13,Monolit,44.508257068786,40.210715627097,1,New/Excellent Condition,2,0,0,0,0,0,0,0
647,bnakaran,d105031,750.0,46,2,2,5,Stone,44.52178634191,40.173657136163,0,Good Condition,1,0,0,0,0,0,0,1
648,bnakaran,d117794,365000.0,127,4,2,10,Monolit,44.507488536383,40.186069443499,1,Good Condition,2,0,0,0,0,0,0,0
649,bnakaran,d117450,390000.0,108,3,7,11,Monolit,44.505453810836,40.202695334284,1,Good Condition,2,0,0,0,0,0,0,0
650,bnakaran,d77017,950.0,80,2,2,5,Stone,44.51791124,40.18568091,0,New/Excellent Condition,1,0,0,0,0,0,0,0
651,bnakaran,d78131,265000.0,110,3,7,11,Panel,44.5111789,40.18181621,0,New/Excellent Condition,1,0,0,0,0,0,0,0
652,bnakaran,d107370,750.0,49,2,2,4,Stone,44.514972,40.178986,0,Good Condition,1,0,0,0,0,0,0,0
653,bnakaran,d107607,75000.0,65,3,1,5,Stone,44.478555986785,40.198687970832,0,Good Condition,1,0,0,0,0,0,0,1
654,bnakaran,d109067,1200.0,95,3,5,6,Stone,44.516517711639,40.182856536484,0,Good Condition,2,0,0,0,0,0,0,0
655,bnakaran,d112188,1400.0,48,2,12,16,Monolit,44.506847374343,40.184517043475,1,New/Excellent Condition,1,0,0,0,0,0,0,1
656,bnakaran,d117502,1500.0,54,2,6,14,Monolit,44.514160633086,40.18410874222,1,Good Condition,1,1,0,0,0,0,0,0
657,bnakaran,d109072,310000.0,90,3,2,5,Stone,44.51839032939,40.176460863673,0,Good Condition,1,0,0,0,0,0,0,0
658,bnakaran,d99709,3400.0,130,3,6,9,Monolit,44.515898010157,40.17686721741,1,New/Excellent Condition,2,1,0,0,0,0,0,0
659,bnakaran,d81847,3500.0,370,5,8,12,Monolit,44.515100284951,40.183640186535,1,New/Excellent Condition,4,0,0,0,0,0,0,0
660,bnakaran,d103234,1100.0,50,2,8,10,Panel,44.508531,40.17911,0,New/Excellent Condition,1,0,0,0,0,0,0,0
661,bnakaran,d104552,1600.0,70,2,12,15,Monolit,44.510446796295,40.180706464026,1,New/Excellent Condition,1,0,0,0,0,0,0,0
662,bnakaran,d99038,890000.0,145,3,8,8,Monolit,44.514498399926,40.182371757039,1,Good Condition,2,0,0,0,0,0,0,1
663,bnakaran,d117065,1500.0,60,2,3,4,Stone,44.525570205444,40.185869,0,New/Excellent Condition,1,0,0,0,0,0,0,0
664,bnakaran,d94521,2600.0,168,4,6,9,Monolit,44.5146677,40.1820773,1,Good Condition,2,0,0,0,0,0,0,0
665,bnakaran,d108584,1600.0,65,2,4,9,Monolit,44.50783,40.17787,1,Good Condition,1,1,0,0,0,0,0,1
666,bnakaran,d114276,220000.0,83,3,6,12,Panel,44.509682440264,40.179944035572,0,Good Condition,1,0,0,0,0,0,0,0
667,bnakaran,d115212,1125.0,55,2,2,13,Monolit,44.520488,40.208691,0,Good Condition,1,0,0,0,0,0,0,1
668,bnakaran,d115437,493000.0,170,4,10,15,Monolit,44.494605105834,40.19398121247,1,Good Condition,2,1,0,0,0,0,0,0
669,bnakaran,d115892,215000.0,75,3,3,8,Monolit,44.512879,40.17787,1,New/Excellent Condition,2,0,0,0,0,0,0,1
670,bnakaran,d116053,1875.0,93,3,8,15,Monolit,44.490243748684,40.21423492535,1,Good Condition,1,0,0,0,0,0,0,1
671,bnakaran,d113725,146000.0,78,3,8,9,Panel,44.495065,40.225053,0,Good Condition,1,0,0,0,0,0,0,1
672,bnakaran,d113832,300000.0,75,3,8,14,Monolit,44.508058635582,40.211009406183,1,New/Excellent Condition,1,0,0,0,0,0,0,0
673,bnakaran,d114167,127500.0,58,2,4,12,Monolit,44.473314321425,40.19380467059,1,Good Condition,1,1,0,0,0,0,0,0
674,bnakaran,d115436,174000.0,60,2,10,15,Monolit,44.494637292342,40.19399766883,1,Good Condition,1,1,0,0,0,0,0,0
675,bnakaran,d116501,1800.0,140,4,5,17,Monolit,44.526193846557,40.177521698216,1,New/Excellent Condition,2,0,0,0,0,0,0,0
676,bnakaran,d117303,1500.0,106,3,8,8,Monolit,44.522911626983,40.213238657146,1,New/Excellent Condition,2,0,0,0,0,0,0,0
677,bnakaran,d56563,42.5,80,3,8,10,Panel,44.520401000977,40.183498382568,0,Good Condition,1,0,0,0,0,0,0,1
678,bnakaran,d95590,975.0,70,3,6,10,Stone,44.504001617432,40.1830682,0,Good Condition,1,0,0,0,0,0,0,0
679,bnakaran,d117754,750.0,54,2,5,10,Monolit,44.502046305557,40.201158785918,1,Good Condition,2,0,0,0,0,0,0,0
680,bnakaran,d102139,700.0,116,4,2,5,Stone,44.519599914551,40.181499481201,0,Good Condition,2,0,0,0,0,0,0,0
681,bnakaran,d62565,3500.0,160,4,10,16,Monolit,44.507507532835,40.184137374553,1,New/Excellent Condition,2,0,0,0,0,0,0,1
682,bnakaran,d91000,380000.0,118,4,4,5,Stone,44.515838200314,40.179283894826,0,Good Condition,2,0,0,0,0,0,0,0
683,bnakaran,d96930,420000.0,188,4,4,10,Monolit,44.50955348,40.19476188,1,Good Condition,3,1,0,0,0,0,0,0
684,bnakaran,d101759,1600000.0,273,4,5,13,Monolit,44.521341,40.187977,1,New/Excellent Condition,3,1,0,0,0,0,0,1
685,bnakaran,d106031,550000.0,198,3,9,9,Monolit,44.499844,40.19798,1,Good Condition,3,0,0,0,0,0,0,0
686,bnakaran,d108647,440000.0,260,4,18,18,Monolit,44.486341388885,40.199950000292,1,Good Condition,3,1,0,0,0,0,0,0
687,bnakaran,d110850,450000.0,130,3,3,12,Monolit,44.508127,40.184698,1,Good Condition,2,0,0,0,0,0,0,1
688,bnakaran,d111704,280000.0,111,3,3,9,Other,44.519259507932,40.183008165459,0,Good Condition,2,0,0,0,0,0,0,1
689,bnakaran,d114570,520000.0,280,5,4,5,Stone,44.512064152115,40.182803421564,0,Good Condition,3,0,0,0,0,0,0,1
690,bnakaran,d115079,830000.0,160,4,7,8,Other,44.514537898147,40.182631199532,1,Other,2,1,0,1,0,1,1,1
691,bnakaran,d116134,200000.0,83,3,3,4,Monolit,44.512879,40.17787,1,Good Condition,1,0,0,0,0,0,0,1
692,bnakaran,d91485,400000.0,76,2,10,16,Monolit,44.507512531854,40.18454625801,1,Good Condition,2,0,0,0,0,0,0,1
693,bnakaran,d94169,1300000.0,150,4,6,10,Monolit,44.514181578503,40.181226754775,1,New/Excellent Condition,2,1,0,0,0,0,0,0
694,bnakaran,d113871,900000.0,160,4,2,11,Monolit,44.514988509262,40.182458391033,1,Good Condition,2,0,0,0,0,0,0,0
695,bnakaran,d114245,1250000.0,350,4,5,5,Other,44.514360694442,40.192049140086,1,Good Condition,3,0,0,0,0,0,0,1
696,bnakaran,d114805,2100.0,102,3,11,21,Monolit,44.520183998601,40.183205629843,1,Good Condition,2,0,0,0,0,0,0,0
697,bnakaran,d115247,365000.0,144,3,2,5,Monolit,44.513233763229,40.194761583612,1,Good Condition,2,1,0,0,0,0,0,1
698,bnakaran,d115388,750000.0,235,5,6,6,Monolit,44.511603,40.181928,1,Good Condition,2,0,0,0,0,0,0,0
699,bnakaran,d115481,280000.0,123,3,6,8,Monolit,44.512879,40.17787,1,Good Condition,1,0,0,0,0,0,0,1
700,bnakaran,d116628,600000.0,94,3,3,5,Stone,44.515796203704,40.189033665184,0,Good Condition,1,0,0,0,0,0,0,0
701,bnakaran,d116686,159000.0,110,3,17,18,Monolit,44.501326,40.219372,1,Needs Renovation/Repair,0,0,0,1,0,0,0,1
702,bnakaran,d116831,400000.0,113,3,4,13,Monolit,44.513164584505,40.185275659383,1,Good Condition,2,0,0,0,0,0,0,1
703,bnakaran,d116938,230000.0,39,2,2,22,Monolit,44.512879,40.17787,1,Good Condition,1,0,0,0,0,0,0,1
704,bnakaran,d117788,625.0,40,2,2,7,Monolit,44.517505355819,40.170868402607,1,Good Condition,1,1,0,0,0,0,0,0
705,bnakaran,d117786,2500.0,93,3,2,5,Stone,44.506571220901,40.185361780147,0,Good Condition,2,0,0,0,0,0,0,0
706,bnakaran,d117787,205000.0,98,3,4,7,Monolit,44.499485,40.201555,1,Needs Renovation/Repair,3,0,0,0,0,0,0,1
707,bnakaran,d115764,450000.0,121,3,5,7,Monolit,44.51592457231,40.183759424275,1,Good Condition,2,0,0,0,0,0,0,0
708,bnakaran,d117591,87475.0,70,2,7,14,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,1,1,0,1,0,0,0,1
709,bnakaran,d117603,133237.5,106,3,2,4,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
710,bnakaran,d117604,101500.0,81,2,5,14,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
711,bnakaran,d117605,77664.0,48,2,13,14,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
712,bnakaran,d117606,89827.75,53,2,8,10,Monolit,44.512879,40.17787,1,Needs Renovation/Repair,1,0,0,1,0,0,0,1
713,bnakaran,d94632,1400.0,60,2,4,6,Stone,44.518864474687,40.183331128645,0,Good Condition,1,0,0,0,0,0,0,0
714,bnakaran,d113979,200250.0,133,4,6,9,Monolit,44.541193871531,40.19312858552,1,Needs Renovation/Repair,3,0,0,0,0,0,0,1
715,bnakaran,d114650,99000.0,66,2,5,10,Monolit,44.541300458938,40.193133002654,1,Needs Renovation/Repair,1,0,0,0,0,0,0,1
716,bnakaran,d114651,178750.0,130,3,9,10,Monolit,44.54137556079,40.192869715353,1,Needs Renovation/Repair,2,0,0,0,0,0,0,1
717,bnakaran,d114652,160875.0,117,3,3,10,Monolit,44.540796203643,40.193133002391,1,Needs Renovation/Repair,1,0,0,0,0,0,0,1
718,bnakaran,d115502,115000.0,35,2,2,5,Stone,44.518197077375,40.177834917244,0,Good Condition,1,0,0,0,0,0,0,0
719,bnakaran,d84619,1500.0,120,3,9,13,Monolit,44.513168548438,40.185348114221,1,New/Excellent Condition,2,0,0,0,0,0,0,0
720,bnakaran,d97663,1300.0,50,2,4,6,Stone,44.518757544218,40.181782615326,0,New/Excellent Condition,1,0,0,0,0,0,0,0
721,bnakaran,d117782,625.0,50,2,4,5,Other,44.500225595244,40.199335082161,0,Good Condition,1,0,0,0,0,0,0,0
722,bnakaran,d104669,550000.0,177,3,4,4,Stone,44.518001556396,40.188701629639,0,Good Condition,1,0,0,0,0,0,0,1
723,bnakaran,d106527,1090.0,40,2,4,18,Monolit,44.509842,40.18046,1,New/Excellent Condition,1,1,0,0,0,0,0,1
724,bnakaran,d117774,82000.0,67,2,10,14,Panel,44.446867612441,40.175510116018,0,Needs Renovation/Repair,1,0,0,0,0,0,0,1
